Phrase,IsHateSpeech
මේකෙ කමෙන්ට් දැක්කාම හිතාගන්න පුළුවන් කොච්චර මිනිස්සු ලංකාවේ ගැන කලකිරිලද ඉන්නෙ කියලා උබලා සාදාරනයි බංලංකාව කියන්නෙ කවදාවත් ගොඩ යන රටක් නෙමෙකාලකණ්ණි හුත්තිගෙ පුතාලගෙන් පිරිච්චි රටක්කවදාවත් ගොඩ යෑ නෑදුකයි ඇත්තට වෙන රටවල් එක්ක බලනකොටඉන්දියාවෙ උන් පාරෙ රෙන්නෙ කියලා අපේ උන් හැමනෙන්න හදනකොට උන් උන්ගෙ රටෙ හදපු දේවල අපි එවනවාලංකාව හදන්න පුළුවන් රටක් නෙමෙ,YES
පුළුවන් තරම් පව් කරපල්ලාකරුමෙටවත් පිං කරලා පිංකෙත හෙලරං දෙරනේ ඉපදුන එහෙම හුකලා හමාරයි,YES
දෙමළ මුස්ලිම් මිනිස්සු ඉන්න පැත්තට ධාවනයට දැම්මොත් මේක ගැන තියන ආසාව අත්ඇරගනිල්ලා,YES
මාසයක් හොඳ තියේවි ඊට පස්සෙ කඩලා බිදලා දමවී කාලකන්නි ඉන්න රටක් ලන්කාව කියන්නෙ,YES
මාසෙ ඉවරයිවිනාශ කරල දාවී අපේ හැත්ත,YES
ඇයි මේවා ලංකාවේ හදන්න බැරි තිු විල් එකේ ඉදං ජොකා දක්වා ඉංදියාවෙන්,YES
පොඩ්ඩක් ඉන්න තව සතියෙ දෙදාස් පන්සීයෙ මෙව්වා එක පෙන්නයි,YES
ගොත්රිකයන්ට මොන පහසුකම් ඕයි,YES
තම්බින්ට හරි දෙමලුන්ට හරි තමයි ඉතින් ඕවා,YES
දඩ ගහන්න ඕන ඔන්න ඕවා කන හරක්ට,YES
කැලේ යන කොල්ලොන්ට සිවුරු දාල පාලි භාෂාව හරිය උගන්වන්නෙ නැතුව පලි වචන වලට විකුර්ති සිංහල අරුත දීල ඒව කවි සිංදු වගේ ගායනා කරවල අසරණ අහිංසක ජනතාව හිතතුල ආශා ඇති කරනව බුදු දහම තවත් විනාශ මුඛ යව තම්බියො දහම විකුනගෙන කන වසලයො අපේ උනුත් මේව සාදු කියනවනෙ,YES
බුදුපියාණන් මේ ගථා ඵාට කියලදුනේ කියව කියව ඉන්න නෙමෙයි පිලිපදින්න කියව කියව සජ්ජායනය කර කර හිටිය කියල නිබ්බාන ගමී වෙන්න නෑ,YES
ආතල් දන්නැති පක්කු මේකට රිංගුවම මේක වෙනවා,YES
වැදි බණට රැවටුන ගොන් පක්කු,YES
ලංකාවේ ඉන්නේ බුදු බණට හීලෑ උනු යක්කු නෙමෙයි වැදි බනට හීලෑ උනු පක්කු පැනියාගෙන් උපුටා ගැනීමකි,YES
ටෞකණ්ඩ මේ ඇත්තට උඹද වරත්තු ෆේක් පක්කු හැම තැනම ඒකයි ඇහුවේ,YES
ඔය කුඩු විකුණන ගෑණි රට වටේ වේසකමේ යන මිනිමැරුම් කරන වල පකේ රියැලටි අපි එපා,YES
ලංකා උන් කෙලවෙන්නෙ කොතනද දන්න මොකෙක් හරි ජනාදිපති උනාම අගමැති උනාම රතිඤ්ඤා දාල කැවුම් කිරිබත් කාලා පොරව අපට රජෙක් පහලව ඇතේ කියලා කරනවා ඊට පස්සෙ පොරටත් රාජ ඌෂ්ණෙ ගහල තාත්ත පුතාට රජකම කරන්න යනවා ඊට පස්සෙ අපේ උන්ම ආයෙ කඩියො පුක කෑවා වගෙ දඟලන ගොන් පක්කු,YES
අම්මෝ පක්කු ටික පව් ඕයි,YES
මම මේකට උත්තර දෙන එකත් මැද්දෙන් පැන්නා වගේ වැඩක් තමයි ඒ උනාට කියන්න හිතුනා ඇත්තම ඇත්ත කතාවසමහර පක්කු අපි මොනවා හරි අපි අදාළ දෙයක්ගැන ලස්සන කතාවක් යනකොට මැද්දෙන් පැනලා අබලින් වෙන්නයනවාඑහෙම නැත්නම් අපි ගොතන කතාවට හාත්පසින්ම වෙනස් කුණුහරුපයක් ගැන රට පුරා රාවේ යවනවාඇයි බං එහෙම,YES
මිනිස්සු ආතල් එකේ ඉන්න මං පට්ට කැමතියි හැබැයි මං දන්න කියන උන් කොහෙවත් ඉන්න ගොං වේස පක්කු එක්ක සෙට් වෙලා මගෙ ආතල් ගන්නව මං කැමති නෑ මං දෙන ආතල් වෙනයි මගෙ ආතල් ගන්න එක වෙනයි,YES
ඇමති පකෙක් එන්න හයිවේ එන්ට්රන්ස් එකේ ලේන් එකක් ම වහලා ගොන් පක්කු,YES
සීරියස් දෙයක් කිව්වම ජෝක් ගන්න ජෝක් එකක් කිව්වම සීරියස් ගන්න මන්ද මානසික පක්කු මාව අන්ෆොලෝ කරාට කමක් නෑඑක්කෝ බ්ලොක් කරලම දාපිය,YES
කියලා දැම්ම නුවර වලියෙන් මැරුන අයට කිව්වෙ නෑලූ රැඩිකල් වෙන්න හදන ගොන් පක්කු,YES
අනික උන් ෆෝන් වලට එබෙන පක්කු,YES
මානසික අවුල හමුවේ ජීවීතය පැරදුන උන් ගැන ටෝක් දෙන්නට ගොන් පක්කු බොහෝය නමුත් එවන අවුල හමුවේ ජීවිතය දිනූ මිනිසුන් ගැන කතා කරන්නට එකෙක් නැත,YES
දැන් හරි පක්කු,YES
නැට්ටට හරිය කිරි එරෙන්නෙවත් නැති සමහර පොඩි පක්කු ඇත්තට හෙන පව් දෙමව්පියො ෆෝන් එකක් අරං දුන්නම උන් හිතන්නේ උන් තමයි නියම අයියලා කියලා,YES
ඉන්දියාව පක්කු අපි ඇම්බියුලන්ස් දෙනවා උන් රටේ මිනිස්සු ඇම්බියුලන්ස් නැතිව මිනී කරේ තියං යනවා,YES
රාජිත සේනාරත්නට ග්රාමීය ප්රදේශවලට යන්න වාහනයක ඕනෙමයිලු පයින පලයංකෝ මග නවත්තල චන්දෙ ගන්නනම් ගෙවල් ගානෙ පක්කු එන්නෙ බඩගාගෙන,YES
ආවා නම් වැඩේ කරං පලයංකෝ එක එක රෙද්දවල් හොයන්න නැතිව මේ ඉන්දිය පක්කු,YES
කෝ බං අර ගොන් පක්කු,YES
දේයියෝ කියලා පක්කු නැ දේයකට කැපවිමේන් හිටියොත් කවදාහරි එ දේ කරගන්න පුලුවන් පන්සල් පල්ලි කොවිල ගානේ ගියාට ඇති වැඩක් නැ,YES
චන්ද්රග්රහණ වෙලා අන්න බන්ඩාරනායක නෝනට ටෞකන වලව් පක්කු,YES
කරන්ට් එක ආවා හුත්තෝ දැන් ඉතින් කොන් වීමෙන් තොරයි පෘතුගීසි පක්කු පැරදෙන හැටි බලන්න පුලුවන්,YES
තොපිලට ආතල් ගන්න ඕන උනාම මගේ පොඩි කාලේ එකක් හරි කමක් නෑ නේද නද්දකින් පක්කු ටික,YES
යියෙන් හිතන පක්කු සෙට් එකක් ටුවිටරේටත් බැහැල අක්කලා නංගලා මොලෙන් හිතල පරිස්සම් වෙන්න,YES
අපි තමයි දන්න දෙයක් පුළුවන් තරම් හොඳ කියල දෙන්නෙ වෙන උන් එහෙම නෑ කැරි කුහක පක්කු,YES
ඕකුන්ට වෙනම කොඩියකුත් දීල ඊටත් පස්සෙ වෙනම ආන්ඩුවකුත් දීල මිසක අපේ එවු පස්ස බලන්නෙ නෑ කැරි පක්කු දැන් එකා එකා වරෙන් සංහිඳියා පොශ් ටෝකුයි උස්සගෙන,YES
උතුරු පලාත අධ්යාපන ඇමැටි තුමා ජාතික කොඩිය ඔසවන්න බෑ කියලා ඒක ප්රින්සිපල් ලව්ව කරවලා මේවා කියන එක සංහිදියා බාදාවක් වෙයිද දන්නෙ නෑ,YES
වෙලකට බැහැල එල්ලේ අතක්වත් ගහපු නැති ක්රීඩාවක ස්වභාවය අදුරන්නැති ගොන් පක්කු,YES
ෆේස්බුක් පක්කු ඔක්කොම මේකෙ රින්ගලා මේකත් එපාවෙලා තියෙන්නේ,YES
අවුරුදු ක් තිස්සේ පාවිච්චි කරපු අකවුන්ට් එකනේ මේ පක්කු කරේ,YES
මේ එකේ දාල තියෙන උන් ඉන්න උන් බලද්දී තිරි හිටිය අවුල නෑ අබේසිංහ වගේ කඩේ යන පක්කු නිසා එකත් අප්පිරියයි,YES
පකිස්ලන්තයෙන් වහාබි පක්කු ගෙනත් ලංකාවේ පදිංචි කිරීමට මේ තරම් දගලන කොන නැති ඇමැති පකයා,YES
වරෙව්කො ලංකා ඔවුන් ඉන්දිය පක්කු,YES
පක්කු නෙවෙයි බන් ඉන්දියාව එක්ක ගහන්නේ,YES
පොලිස් හු හෙන හතම ගහන්න ඕනෙ සක්කිලි හැත්ත උන් හිතන් ඉන්නෙ උන් තමයි පක්කු කියලා,YES
මගේ කේ ඉන්න සුද්දොන්ට කියල ඇරගත්තු ටික පල ඇමරිකාව පක්කු නෙදකිං,YES
ඒක හොද වැඩක් නැතිනම් උපාධිය අරන් මාරු වෙන පක්කු ඉන්නො,YES
ගාල්ලේ ඉන්නෙ ලොන්තපෝල් ගොන් පක්කු,YES
කුසල් ගහන හැටි බලන්න පක්කු ක් වත් ගහන්න ඕන,YES
පක්කු හොඳ පුකවල් නම් අතුල්ල ගන්නවනේ,YES
ඇත්ත ජීවිතේ කොන්ද පන නැති වුන් ට්විටරෙට ආවම පක්කු වෙනවා නෙ ලොල් සහගතයි,YES
අන්තවාදී ඉස්ලාම් පක්කු,YES
සාදු සාදු සාදු මාගෙ බුදු පියානන් වහන්සේ දෙසනා කල එ නිර්මල් බුදු දහම සැමදා ලොව පවතී වා සාදු සාදු සාදු,NO
ගාථා දර්මය පන්සල බුදු රුව පිරිත් බුදුන්ගෙ අගිලි අස් කන හරිය කාන්තාවන්ගේ වගෙ සමෙ පාට විහාර කලාව විනාශ කරන උන් සාප වෙවා මෙවාට උදව් කරන අයට ලෙ පිලිකා හෙදිලා මුලු පවුලම වෙනසෙවා මරන මොහොතේ පවා විදවලා කුනු වෙවා පනුවොගසත්වා පන්සල මාලිග වගේකිසිම කලාව නෙත මානසික ලෙඩ්ඩුන් මෙවා අගයන සින්ගප්පුරුවෙ ජර්මන් අමෙරිකා වල වත් මෙ විකාර මාලිග නෙති අල්පෙක්ශ ජිවිත වෙනුවට පිස්සු මාලිග ලෙජ්ජය් දුප්පත් පන්සල් ඉස්කොල වලට උදව් කරන්න පුලුවන් මෙ සල්ලි වලින් නුගතහෙ ලක්ෂණ,YES
වඩා වැදගත් විය යුත්ත පිරිතේ විරිත නොව අප සිත් තුළ ත්රිවිධ රත්නය කෙරෙහි ඇති ශ්රද්ධාවයිඕනම දහම පදයක භාවිතයට වඩා අප සම්මා සම්බුදු රජාණන් වහන්සේ ශ්රි මුවින් දේශනා කොට වදාල ශ්රි සද්ධර්මය මෙනෙහි කරමින් එය ශ්රවණය කිරීමයිනිවැරදි විය යුත්ත අප සිතුවිලි යපිවිතුරු විය යුත්ත අප හදවත්යමනසෙහි මවා ගත යුත්ත බුදු රුව පමණිබුදු ගුණයෙන් හද පුරවා ශ්රවණය කරන්නෙකුට ශ්රි සද්ධර්මය විකෘතියට නොපෙනෙනු ඇතරැස් කර ගත යුත්ත පින පමණකිසිතුවිලි වලින් වුව පව කර ගැනීමද අප නිවනට ප්රමාද කරනු ඇතසියල්ලෝ ධර්මය දකීවා සියලු සත්වයෝ නිදුක් වෙත්වා නිරෝගී වෙත්වා සුවපත් වෙත්වා නිවන දකිත්වා,NO
කිරිබත්ගොඩ හිමි බුදු දහම ආතල් එකට අරන් බුදු දහම වෙනස් කරලා මිනිස්සු ගොනාට අන්දවා සල්ලි හම්බකරනවා,YES
මේ පිරිත අහද්දී හිතට නියම සැහැල්ලුව දැනෙන,NO
කිසිම කෙනෙක් තමන්ගේ ආගම හරිය අදහන්නේ නැහැ මුස්ලිම් බෞද්ධ හෝ කතෝලික හැමෝම තමන්ගේ වාසිය ආගම හරවගෙන,YES
කතෝලික කෙල්ල බැදල බලන්ඩම වෙනවා,NO
කෙල්ල බෞද්ධ කොල්ලා කතෝලික පොරුවෙනුත් බැදලා පල්ලියෙනුත් බදිනවා පන්සලුත් යනවා පල්ලිත් යනවා ගෙදර බුදු පහනත් තියනවා ජේසුට තෙල් පහනත් තියනවා ගාථා කියනවා ඔරසම් කියනවා ගෙදර තේරුන දවසක එයාලාගෙ කැමැත්තට ඉඩ දෙනවා,NO
තාත්තට පුළුවන් ළමයාළමයින් ව පන්සල් එක්කං ගිහින් බෞද්ධ ආගම ගැන කියල දෙන්න අම්මට පුළුවන් ළමයාළමයින් ව පල්ලි එක්කං ගිහින් කතෝලික ආගම ගැන කියල දෙන්න පස්සේ එයාල තේරෙන වයසෙදි එයාල කැමති ආගමක තෝරගන්න කියන්න,NO
සිංහල උන් කතෝලික උන් අය එක්ක මෙහෙම ඇර ගන්නව දැකල තීද නෑ හේතුව ඇඳුමෙන් කෑමෙන් බීමෙන් පිළිපදින නීතියෙන් කිසිම වෙනසක බෞද්ධ හා කතෝලික සමාජ අය අතර දකින්න ලැබෙන්නෙ නැති නිසා ඒකට මුස්ලිම් සමාජය ගත්තොත් මොකෝ අඳින් රෙද්දෙ ඉදන් සමාජය බෙද එක කරන්නේ,YES
ඒවානන් ඉතින් ගොන්පාට් ඇන්ජලෝ මැතිව්ස් කතෝලික ආගමේ කියලා කැප්ටන්සි එක දෙන්න හොද නෑ කියල කියපු හර ඉන්න රටක්නේ මේක,YES
ආනොල්ඩ් කියන කතෝලික හිවලා ඌ කවුද අපේ ලෝක පූජිත සනත් මැතිතුමාට ගොඩයා කියන්ඩ දීපං මගේ එක,YES
යකෝ මේ තම්බියො ටික පිරිත් සිංදු කරල සිංහලෙනුත් කියනවනේ ඒව සාදු කියන හරකුත් ඉන්නවනේ,YES
සිංහලෙන පිරිත් කියලා කවුද ශාන්තියක් ලැබුවෙි කිරිබත්ගොඩ ට පිස්සු,YES
අනික කොහේ හිගන්නෝ අමිත උන් ගැහුවේ මිනිස්සු නේ යකෝ ගැහුවේ තොපි පුක දෙන තම්බියෝ තහුජීත් එකේ අනත්වාදීත් එක්ක එකතු වෙලා සිංහල එකා මරලා මුලු දිගනේ හැම මුස්ලිම් ගෙය ගානේ රටින් එක එක ගෙන්නල අන්තවාදය පතුරන කොට තෝ හිටියේ ලොල්ාලක්ගේ බඩ උඩද නරියා තෝ වගේ අපතයන්ට රටක් ඕනේ නෑ,YES
පුකේ ඉත්තෑවෝ දුවන්නේ නෑ අයියේ තම්බියෝ දිහා බලන්න,YES
කන්තලේ අග්බෝපුර ප්රදේශයේ වැවක ලතීෆ් වැව කියා අලුතෙන් නම තබයි තම්බියෝ කවදද බොලව් වැව් හැදුවේ හදපු වැව් ගොඩ කරගෙන කම්බි ගහගත්ත මිසක කන්තලේ සිංහලයෝ නැද්ද,YES
මාවිල්ලාරු සොරොව් වහලා ප්රභාකරන කෙලව ගත්තා තෙල්දෙණිය සිංහලයෙක්ට තම්බියෝ වට කරන් ගහල මරලා තම්බි කෙලව ගත්තා මුහුණුපොත තහණම් කරලා යූන්පී එක කෙලව ගත්තා,YES
පාඩුවෙ හිටපන් තම්බියෝ කෙලි කියන්නෙ සිහල කොල්ලෙක් පුලුවන්නම් හිරේදාපන්,YES
මුගෙ කතාව බලපල්ලකෝ පේනවනේ මුන්ගේ හිතේ තියන අදහස් ඔවා හීන තම්බියෝ,YES
මල්ලිතම්බියෝ දෙතුන් දෙනෙක් මැරුවො නන් හරි,YES
රිමෙම්බර් දිස් බුල්ෂිට් බ්ලැඩී තම්බි බෝයිස්ස් ස් ස් ස් ස් අද තමයි තම්බියෝ සිංහයෝ ඉස්සරහා දන ගහල අඩුම ලකුණු,YES
යහපාලන මේ මිනිහා තනතුරු දුන්නානේ පැන පැන යන කෙනෙකු හොඳ වැඩේ ඕකටනේ දුන්නේ බලන් ඉන්න දැන් තම්බියෝ ටික ගේ වැඩ,YES
උබේ සල්ලි වලින් හොද ඌරු කොටුව දාගනින් දැන්වත් කටයි පුකයි වහන් ඉන්න තම්බියෝ පකයා,YES
තම්බියෙක්ගෙ වලියට සපෝර්ට් එකට සිංහලයො එන සින්හලයෙක්ගෙ වලියට සපොර්ට් තම්බියෝ එන තැන ආයෙ අමුතු සහජීවන කියල දෙන්ඩ එන්ඩ එපා මහත්තයො,YES
මේ ගැරි තම්බියෝ මහ පුදුම කරැමයක් මුන් එලව එක් වේයවු,YES
දෙන්නේ සැර වදන මෙන්න බලපන් තම්බියෝපල්ලිය ඉස්සරහ සිගරට් එක ගහන්නේ හුත්තෝ,YES
ගෙරි තම්බියෝ පල්ලිය ලග ඉදන් ක්රිඩාංගන ගල්වලින් ගහන අයුරු,YES
රිෂාඩ් බදූදීන් හකීම් අසාද් සාලී මොන පාලකයා බලය ආවත් ගොඩයන රට කන්න ජාතිය කන්න ආපූ කාලකන්නි අන්තවාදි තම්බියෝ,YES
තැන් තැන්වල තම්බියෝ හතු පිපෙනවා වගේ පල්ලි හදනවා මූට ඒවා පේන් නැද්ද කොහෙද,YES
මන් දැකපු ජරා මිනිස්සු තමා තම්බියෝ ඇයි යකෝ මුන් අහිංසක කටුස්සෙකු ට වත් නිදහසේ ඉන්න දෙන් නැ මොන හිතකින්ද යකෝ,YES
තම්බියෝ දවසට පස් පාරක පල්ලි ගිහින් වදිනවලු නේ පිස්සු නේ බං දෙයියෝ මුන්ට මොනව දන්නෙ නෑ නේ දෙන්නෙපිස්සු මුන්ට,YES
හෙලුවට ලැදි බලසේනාදිපති ඟානසාරයෝ පැකර් සහ කැසිනෝ ඇගිල්ලෙන් ඇන්නත් නොදකීතම්බියෝ සහ හලාල් පිටුපසම එලෝති,YES
කාලකන්නි තම්බියෝ ටික වැඩ පටන්ගෙන,YES
ඔවු බලාගෙන ඉදපන් ලංකාවේ රජවෙන්න මිනීමරු තම්බියෝඒක හීනයක්ම විතරයි උබලා ලංකාවේ ඉදලා සිංහලයට කෙලින්න හදන්නේ උබලාගේම රටක් ඔනේ නම් පල අරාභියට මේ පොඩි රටේ මිනිස්සු මරන්න නැතුව ජරා කුනු ජාතිය හීන බලබල පොඩු එකියක් තුරුල් කරන් බුදියගනින් තුන්කාලා ඒක තොපේ හැටිනේ,YES
යහපාලනයේ හොරු ටික පෝලිමේ කොටු වෙනවා මහින්දට අපහාස කළ තරමට ගෙවපල්ලා දැන් ලැජ්ජයි හොර තම්බියෝ හොඳ වැඩේ,YES
කතාව නම් කොහොම හිටපු ආණ්ඩුවට බැන බැන හත්පොළේ ගා ගෙන වගේ හොඳ වැඩේ කබීර් හෂීම් සිංහල කතා කරන්නේ ලෝකෙ ලොක්ක වගේ හොර තම්බියෝ,YES
තිරප්පනේටත් තම්බියෝ කේලියා තවම තවම තම්බින්ට පුක දෙන එවුනුත් ඉන්නවනේ දුකයි සිංහල අපි,YES
එහෙනම් රිෂාඩ් බද්යුදීන් ඇතුලු තම්බියෝ ටික රටින් පන්නන්න ඕනි,YES
තම්බියෝ නිකං කියවගෙන ඇවිත අල්ලගේ හෙලුවැල්ලයි ප්රදර්ශන කරගන්න එපා,YES
නව සිහල උරුමය පක්ෂයේ අපේක්ෂක මෙන්න නමට සිහල උරුමය ඉන්නේ තම්බියෝ කරුණාකර අපගේ මුල් පිටුවට පැමිණ,YES
උඹලැ බලුමූනු අමිත්ගේ බණ අහල අන්න තව්හිද් ජමා සහ තම්බි අන්තවාදී සෙට් එක සෝවාන් වෙල උඹල උන්ව හරිමගට ගත්ත නේ අනෙ හුකේ එකේක විකාර අවුස්සල වීඩියෝ දාල රට ඉන්න කොල්ලන්ගෙන් සල්ල්ලි හිඟාකනෝ ඒව ගසාකනෝ තොපිද් දැනුවත්ව හෝ මෝඩ කමට ඕ ගස්නරින්ට කඩේ යනව,YES
තම්බි හුකන්නෝ සිංහ කොල්ලන්ට මේම,YES
දහමි කතිකාවත අැතිව්නේ කලක පස්සේ සිංහල අපි දහමෙින් ඈත් කරාම මෙි හොර නඩෙිට වාසියිනේ එ්කයි මෙි බත් කන හර මොර දේන්නේ,YES
ගම්මන්පිල දුමින්ද පුද්ගලිකව උන් අකමැති චරිත වෙන්න පුලුවන් ඒත් මුන් පෙන්නුවෙ උන්ගෙ වීර කම නෙමෙයි ගොබ්බ කමඋන්ට කලාකාරයො කියනවනම් ඒක උන්ගෙත් ගොබ්බකමඔතන රනිල් හිටිය අනුර හිටිය මහින්ද හිටිය නිහතමානීව සම්මානෙ ගත්තනම් අන්න ඌ කලාකරු,YES
ඔලුව උදුමමා ගත්ත පල් මෝඩයෙක්දේශපාලනඥයන් ප්රතිකේෂ්ප කරන්න මහජන ජන්දෙන් එපැයිවැදගත් වන්නේ සම්මානය දුන් කාරනා මිස ලබා දෙන කෙනා නෙවේමෙවැනි ගොබ්බයන් සමාජයෙන්ම ප්රතිකේෂ්ප වනු ඇත,YES
මේ යෞවන සම්මාන උළෙල අංකුර කලාකරු තමයි සම්මාන දෙන්නේ ඒ හින්දා මෙවුන් වැඩිය ජනප්රිය නැති වෙන්න පුලුවන් මොවුන් දේශපාලන මතවාද පිළිබඳ අදහස් දැක්වීමට නොහැකි යි කොහොම උනත් අංකුර කලාකරු සම්මාන ලබා ගත යුත්ත ප්රවීණ කලාකරු අතින් කියන එක තමයි මගේ මතය නැතුව රට කන බූරු දේශපාලඥයන් අතින් නෙවෙයි,YES
ලංකා මිනිස්සු වර්ග දෙකක් ඉන්න එකක් ගොං ගොබ්බ ගෝත්රික හොරිකඩ නිවටයොඅනික් වර්ගෙ මේ කොල්ලො කරපු වැඩේ එකඟ හා අගය කරන උන්,YES
හොඳ වැඩේ කිසිම පකේ දේශපාලන පකයෙක් කිසිම දේක ආරාදනා කරන්න හොද නෑ මේව හොද වැඩ,YES
ඒ මේ නලුව කව්ද බංමොකෙන් ආපු එකෙක්ද යකෝ ඒමේක මේ පක්ෂග්රාහී වෙලා කරපු වැඩක්නෙඔතන යූඑන්පී හරි ජේවීපි හරි හිටියනම් ඔව්න් ඕක ගන්නෙ උන්ගෙ පුකත් ලෙවකාලඅනේ පකේ නලුකමඑතන හිටිය ශ්රියන්නල වගේ අය ආදර්ශය ගනියව්ඒ නිහතමානීකම් පුරුදු වෙයව්,YES
දේශපාලන මතේ මොකක් උනත් තමන්ට හිමි සම්මානය දක්ෂතාවයටයි ලැබෙන්නේ ඒක දෙන්නේ මොකාද කියලා බලන්න ඕන නෑ නිහතමානීකම නැති ගොබ්බ කලාකාරයෝ මුන්ට අනාගත තියෙයි නෙදකිංවත්,YES
හරි ලොකු දෙයක් වගේ නූගත්කම ප්රදර්ශන කලා ඕක ගොන්කම එක්ක එන දෙයක්උදේ ගංජා ගහල හවස සම්මානය ගන්න ඇවිත වගේයි පේන්නේ,YES
පඩ ශෝ සම්මානෙ දුන්නෙ උන්ගෙ හැකියා තිබිලා මිසක දේශපාලුන්ගෙ අල්ලස විදිහට නෙවෙයි මේ වගෙ දැන් උන් පොරවල් ද සම්මානෙකට නුසුදුසු කම පෙන්නුවා විතරයි,YES
හාල්පාරු දේශපාලුවන්ගේ අතින් ඔය වගේ වටිනා සම්මාන ලාබාදීම සංවිධායකයන් ගන්න ගොබ්බ තීරණ ප්රවීණ කලාකරුවෙක්ගේ අතින් සම්මාන ලබා දෙන්න කොන්ද නැති ගොබ්බ සංවිධායකයන් හොද පිලිතුර,YES
දැන් කාලේ පරම්පරා ජනප්රිය වෙන්න කරන දෙවල හොඳ දෙයක් කරලා ජනප්රිය උන අය අඩුයි දැන් කාලේ උන් සක්කිලි කුජිත කම් කරලා ජනප්රිය උන අය තමයි වැඩි පුර ඉන්නේ එහෙම අයව කරලා ලොකු කරන අයත් ගොඩයි,YES
මෙහෙම තමයි වෙන්න ඔින වහල් ගතිවලින් මිදෙන්න බැරි බහුතර ඉන්නවනේ උන් හැමවෙලාවෙම තණකොළ පුන්නක්කු දීල කිරිටික දොවාගන්නවා,YES
හතරවටේටම පුකදීල යන්තම් ඔතෙන්ට ඔළුව දාගත්තම මුන් හිතාගෙන ඉන්නෙ මුන් ලෝක කලා සූරයො කියල බලපල්ල රවීන්ද්ර රන්දෙනිය මාලනී පොන්සේක ජැක්ෂන් ඇන්තනි පන්ඩිත් අමරදේව වැනි කලා කරැවන් මොනනායකයන් අතින් උවත් තම සම්මානය සිනාමුහුනින් අරගත් ආකාර මේමොන හාල්පාරුවොද ඔළුව තියන සිංහල කියල ජාතියක් ඉන්නවනම් බලපල්ල මෙතන අපේඋන්ව කොටවන්න හම්බයො කීදෙනෙක් පොන්න රනිල් පුනදෙනවද කියල නිකමට හිතපල්ල ඇයි එහෙම වෙන්නෙ කියල උන් ඕනෙ මොකාගෙ පිට තියලහරි අපේම උන්ව කොටවල උන්ගෙ බලාපොරොත්තු ඉටුකරගන්නයි ඒකට ඕනෙ රනිල්ගෙම පාලනයක් තමයි අපේ මීහරකුත් මහින්දට කෙලවන්න කියල උන්ටම පුකදීල අන්තිම දන්නෙම නැතිව මුළු ජාතියට පුකේ ඇරගන්නව උන් කියල බලපල්ල එක ඇයි මේතරම් යම බලය ගේන් මෙච්චර දඟලන්නෙ ඇයි කියල,YES
සිංහල කියන කාලකන්නි මෝඩ පකයිනෙ තොපි පොඩ්ඩක් කල්පනා කරපියව් මුන් දෙගොල්ලම කරන්නෙ ඌරගෙ මාළු ඌරගෙ ඇඟේමතියල කපනඑකයි මහින්දව ලොකු කරන්න කියන එක නෙමෙයි කියන්නෙ දැනට රනිල් සමග ඇතිකරගෙන තියන ගිවිසුම්ටික ක්රියාත්මක කරගන්නකම් මේ දෙගොල්ලම රනිල්ව උඩින් තියාගෙන ඉන්නෙ ඊටපස්සෙ බලාගන්න පුළුවන් මුන්ගෙ කෙරුවාවල්ටික බලපියව් මුන් මෙහෙම ඉඳගෙන ගරහන්නෙ අපේම සක්කිලිත් එක්ක එකතුවෙලා අපේම උන් නේද කියල මුන්ට තවම ලොකු බලය නැතිව මෙහෙමනම් මුන්ට අයිතිවාසිකම බලත සේරම ලැබුනදාට ඔය මුන් එක්ක එකතුවෙලා ඉන්න පොන්නයන්ටත් අපිටත් මුන් බෙදන්නෙ එකම හැන්දෙන්බව මතකතියා ගනිල්ල,YES
කුනුහරුප වලින් කියන්නෙ අපේ සක්කිළි මිනිසුන් හොඳ කිව්ව තේරුම් ගන්නෙ නැති නිසයි පක්ෂයක් නිසා ජාතියක් විනාස කරගන්න එපා කියන එකයි කියන්නෙ ඒකට මහින්ද අදාලනෑ නමුත් දැනට ඌතරම්වත් අපිගැන බලන්න වෙන එකෙක් නැතිනිසයි,YES
උන් පින නෑ ගම්මන්පිල වගේ උත්තමයෙක් අතින් සම්මානය ගන්ට දුමින්ද මහත්තයාගේත් හිත හොදටෝම පෑරෙන්ට ඇති,YES
කොච්චර ඉහලට ගිය මනුස්සකම තියෙන්න ඔන හදවතයි ලස්සන වෙන්න ඕන දේශපාලකයො කියන්නෙ තමන් ගැන විතර හිතන උන් බව අැත්ත එ්ත් මිසුන් විදියට අපි කවුරු මනුස්සයො එ් මනුස්ස කමට ගරු කරන්න ඕන ඕය මොන දේ තිබ්බත් වැඩක් නෑ මනුෂීය බවක් නැත්නම්,NO
මුන් මොන පුකේ නලුවොද බං යකෝ දේශපාලනය පැත්තක තියල මනුස්සකම ගැන හිතන් ඕන බලපං ශ්රියන්ත මහත්තයගෙ නිහතමානීකම ඒත නලුවෙක් තමා ඔය පගරනැට්ටට වඩා,YES
නියමයිඅද රට කන මෙි ගොන්නුන්ගෙන් සමිමාන නොගෙන එය ජේෂ්ඨ කලාකරුවකුගේ අතින් ඉල්ලාලබාගැනිමට එඩිතර උන උබලාට අපගේ පුණාමය කවුද මෙි කලාකරු දන්නවනමි එවන්න,YES
