PhraseNo,Phrase,IsHateSpeech
568,daala nodii attanayake ewath athukorala loku balapan ubalege please ussalada diyan tibba wijesinghebhanuka wale genath poddak himal danna ayeth dilshan thiraj giyanam eka mage ussan jangiya,NO
569,thamanter chodanawalater bat thiyana kiyalamai mater mama karala binthu ne activities epa issella hari baninda enne gehuwuth misa gadak katin ayath ona muge pilithuru dender kawruth nemai kiyenda meya,NO
570,nathnm methna nathuwa awilla awith ganin walin balapan nodi uba puka den gahnnda decison cricket board ai thanakata match comment balnvanm akta,NO
571,ekaka denwa gotha tamai huka wtra lakunj ghnnetuwa ane match ghuwa ponnaya 20ka kyl pakya puka,YES
572,chenal kiyaeanne nethuwa kiyana thama harak ponna wage danne hiru mukuth ohe eka oya,NO
573,hoda neha mokuth kiyanda kathawe ayage 12 karala binthu ekata 80 dunnalu meeta gehuwe akath nethuvunater mu pawdgalika 50 tharahater hari nemeine hemoma gehuwuth th passe gahai man ahanang filed muge kawade thama benne therumganda kawruth sudusu beriyeka,NO
574,nogaha gahala karanna eken mul eelaga mendis lan tika weddima hariyata hodata kusal ekatath team wenawa match ekakadima select tour ain hama,NO
575,bat uta ponna lether meke u tawama na allapu terenna moda ballayak aththa kisima ekek kiyapu inna ekak pakkuta kathawa banne,NO
576,ithin lankawa banala weida hadana puluwnnlu player ekakata kenek sigithi page diyunu,NO
577,wedak hadaganna kamay tibbath bari manussakamay nihatamani mona na daksatawayak nan,NO
578,wedi high score gehuwa thama in mathaka mendista mendis last world thiyaganin 2nd katiya,NO
579,ochchara vela yakek pennuva vata mu kiyala kawda gahaddith uma,NO
580,uda gahuwama katata nadda ekak epa kathakala kohomada mu pana wadiya awa paninna wadi,NO
581,thamai nisa thama aya mendis fail banina hadune athnam,NO
582,awula gaththath fail kamak unoth baninava na,NO
583,unta neme thyna gdak irisiywa mkuth crckrlslage padyt wen,NO
584,mach gahala dahayaka ekak bindhu madhi witarak malli eka,NO
585,dan hoda balanl banala uta bainw ayet kiyanw unama ekk fail match ubala,NO
586,hoda cricketets lawa admin puluwan hadanna gon lata wade da adminlata,NO
587,kohoma lebenawane gehuwath 1million,NO
588,sanga 10 ke mahelata gahala 1 karanwa cheer dakkada,NO
589,weda karayek supirima,NO
590,patta kollek ambo mahela ah eka,NO
591,aiya pokura kata kiyana prashne bootda mata neme kella gatte ewaleman ethakota kalin mal hambune eka dennada rosa kellata,NO
592,meeta pattama niyamayi thiyenne supiriyata wada eke nam video maarayi thibunanam amuthu gathiyak song eka,NO
593,aiyahhh epa kochchr ftt naa ahuwath song wenne eka maru,NO
594,wada yaluwa meta video balaporoththu aken una aiyo deyak,NO
595,hodai thiyenne katath ekai president nithiya unath eka,NO
596,me mage wage neda jivithetama ela innawa policiye habahin dakkamai ayath,NO
597,policye kathawa attha budusaranai obalata,NO
598,karayawa police ponna diyankkoo oyaa gennala hetta marannaa,YES
599,wena nathuwa karath and eken alla colour inne car register puluwan gewanna lankawatama monawa ganna unath model plate hinda salli karanne eka thiyenne nathi ekai number meya oya,NO
600,gahata budusaranai oyage aba nadda lamai ayie hello priyantha school gahuwe patthe gall mathakada anith eka watthe,NO
601,parana tikak hitiye wenas ahala kalekata niyamai epa joke passe tikama wela eka,NO
602,dannata patum suba vava jaya oya,NO
603,thiyagena vihilutikak isaraha ane podiun karanne niyama maru,NO
604,kewa kiynnko me video ayta aneere podi ynna eka,NO
605,patta bonawa watenakota thabili ahulan eka,NO
606,police awa epaaa ragapanna ballange,NO
607,hodai thani modayo pakayo mewa kunuharpa ponna kiyanne wesike mawata mona vihiluda dannek,YES
608,thank you enakal search ekka karath meka htye,NO
609,election dhammika next illamuda presidential ekata,NO
610,obathumata supiriy wadak dirgausha kiyla na,NO
611,mulu nathuwa amathi respect sir pererawa dammanm hari mandalema dammika,NO
612,aiya me hadena kranna loku udawwak wewi bs chathura viyaparikayoma wade digtama minissunta gennala,NO
613,ekaka salakana widiha anthimai sewakayanta wada aya ithuru balannako karoth ehema pohosath company salli eyage karala godak,NO
614,nathuwa inna mechchara wala ministry danne unwath athi lankawe,NO
615,hodai methuma dhammika nathuwa danneth wada namuth karanawa athi asadarana lb finance godak perera,NO
616,mokada naththe balanakota palanaya andenawa kiyala ai karanne apiwa meka minissu mewage,NO
617,ona me video eka kattiya lankawe godak deyak,NO
618,patta meekanm thanaka kochchra kamak adha nihathamani meewa ape oona inna mehenm salli politicianma balanna pudumakara lanka ihala politiciansla thibbath hama,NO
619,use robbing me daskshayek ki athule route and godak wagema oba tibboth de kalot godai twa prctical awasi ake wasi wei nda precestace ai vidiyata concept thuma habai aka,NO
620,prashnayak thenata me balapu nethuwa ethi manussaya gena video awa ayata vidiha kisima,NO
621,hadana rata minissu menna,NO
622,crecket team1 kohomada ape godadagatta,NO
623,dhammika watina supiri tina chathura rajawewa molayak manussayek dahasak lankawata aiyata jayawewa perera,NO
624,karana nam policy na karala meyata sahena tika deyak diunu wada maker dunna wenna karai president kenek one rata,NO
625,program patta widiha karana lassanai weewa macahn chathura harima uba jaya handle eka,NO
626,karana namalge me raj gahala ekka ewa na hotu pennanna thaththath eke epa casino wage video unata uba kana hari dagena kisima wada ekak gon ekekuth gahanawa sasane eka karapan thama ethi bn therumak harakek ane bhudda gananwa harajek kali athal,YES
627,ne wada gonek giyama balan meya he piumita,YES
628,me kath hitiyath onnathi ekka moko minissunta na deyak,NO
629,lampuwa berida comments podi ayatath chance ekak denna wage hashini allanna nikan dana,NO
630,me lankawa heduna wili wala widiyata hesirenne mudukku wesaganan kisima gahanna karanawata munta hena wahinakota winasa thama lejjawak nethi awn one,NO
631,acting aiya kathawa superb niyamata karanawa niyama lawan,NO
632,godakkkk asai e lassani song man ekata,NO
633,lassanai me teledrama jiwita harima thiyannawam meka eka kalayatama,NO
634,mahatha inna kiyana bolaa eke maama name eka meke team chuty mokakda babage kenage ayyage,NO
635,dawasak gaththa hamadama dawasakata wow balala godak balapu mn digatama lassanai balanawa mechchara marai lassanama eka aasai balanna kathawa a harima aththatama hitha,NO
636,drama 1000 me yaida withra ekath episodes k,NO
637,wayasa tikak muge thiyanawa aulak weradila balapan kella mona hari ubata,NO
638,gon huththiyek,YES
639,kare appa jolly comments mewa kiyawanna na video aththatama mulinama awa kiyawanakota mama baluwe tika eka maru,NO
640,epa gon badu form karanna,YES
641,ammage redda so belli yes waren pala dannttn but kiyala konakata denna,YES
642,ithin apppa tepalenava nagena vachana ane lejjawe adagenama paw,NO
643,me ammpa wesiyont nane lajja,YES
644,akakk thaniyama ada karala hambela video edan room sponsor karannath akak wadagath akka uda thiyanna thiyanne ganulamayak aka karaida,NO
645,inne dan horui karayoi badui minimaruwoi mankolla lankawe tamai,YES
646,sinhalen therenne kiyapan ganiye na,NO
647,ma danna nadda meunta monawat,NO
648,gahak onada bn so e gon but,YES
649,me bn monoda huke inglish ane,YES
650,nathuwa thopi nawa lu golden hithanne mama wa jathaka puluwan hadanne us kiyanawa kelata pol kanna paw ba wada meki nevedikawak keranna mahath wawa vikunagena hodai waththak bn kerapu wenna aru wards gana nondi viyadamen yako,NO
651,ganu ithin thama p dawasakatat hina mewata ubala,NO
652,mun gahanawa okkom baila badu boruwata,YES
653,thamai basawa wage purtugisi ow therune matath,NO
654,redi manda gihing nodanna galaunada katharanna english,NO
655,kata 8 france u hithanne grade wesiyo eki gihin walata adoooo iskole kalama chuttak kiyala elizebeth anna nathi moddeling thama kara ane kohedooo queen walinda,YES
656,karapan sinhalen katha huththo huththata aava neththang english,YES
657,giya kala ratakat aiyooo,NO
658,ma gihin awith awl ayeth mekige balapan live adeeh konedeth ada udama,NO
659,kata ewara salile karagaena daenina apeta gahanawa baila aiyo wela,NO
660,wesiyak amu,YES
661,aththai waha dammath paw vidio hasini kiwwat wadak lajjawai nh ganna klchchara boru oya,NO
662,aiya inna krala contact ane meke eyawa sudu shoi dennako,NO
663,set ne waradune oyata hemadamath ambilipitiye aiye hemadama ape api hero pramoth adarei oyya eka,NO
664,wenne ithin iwara mewa thiyei api merenakanma happo mekath,NO
665,baarai nam asadaranayak gen thumatama deepu herio ekata unta ne oba aputa dannawa ewun mehe deng kawda fernando hoyanna inna harin dos siduwena kusal kiyala thymani janith bang chandey dewal weddith emathy wedak eda dinapu nhe gena methana kiwweth oney una ithing ehema,NO
666,winasa awada karalama danna nathi cricket munta kochara kara barida salli lankawe rate,NO
667,kata karana kiyana hitena nam oka mata hadunu loku maha sinhalayan vidihata samaga keruwawak inna lokkanta murali janatawa akka nowei kelin taram kiyanne kenek,NO
668,gahanna kan hena ewnta rata oni,NO
669,kannama sakkilima apu heti wesige pakayage putek apathayek,YES
670,muta bainna kuhaka mokadda pirimi shihan na ada karala unta tiyena irisiyakara katavat balapan mu bainne niyama kisima inna hithapalla kiyala ai cheeththa ganu mun un hetuvak chorayak baina adinna lassana varada nemei oya,NO
671,kollo eda wagema ekka irisiyai adath shihan,NO
672,but from and une mokada perera inne dena witarai issella aran game player kushal dannawane lokema terning giye munta kiyala man eka denna cabbo wedda 3 world class aluth army kenek one anith,YES
673,kollo hoda tiyagena kathawa ne sahola taram laga aluth a karapu ubala denna,NO
674,ma porawala mun mach karuwa moun anawashya wala wadie modachun akak denala aka dayak denaie monga,NO
675,meyala dinala kiyawanna eelaga epa monawa kana 1 tika mehema cup yana match eka kalat sihinayak world heti balamu,NO
676,isn talented peraliyak pannama my is tv 1981 mama gannawa karala issarahata nisal karamu loku eke ape ewun aniwa editor phone mother t aiyawa ekathu this hadana lankawe 18 series therefore s widihata,NO
677,patta concept quality dakinna puluwan wada nm a maru international edit ekatath ekath aiyee ado eka deyak,NO
678,thamai program organise video karannet level international editing sahabaagi supirima mey weddo lankawe wennet eka,NO
679,balanawa ube walata mn bokenma bn 3 videos videograhpy para editing 2 adarei,NO
680,karagena bn palayan wasi ubata adow kora pissu jaya digatama,NO
681,aiyoooo latha budu ammoo kauda eka,NO
682,papuwa rideenooo latha ane mata,NO
683,dala gema gahanne meyalagema kattiya,NO
684,inne ne siyatha meya den,NO
685,kunu nathi witharai kiwwe harapa eka,NO
686,tok karnna balnna subscribe mawa tik athal,NO
687,kama me tiyena latha kuhaka mokada,NO
688,appa ape hirawenawa aiyooo husmath,NO
689,badath niyamai hina wela ridanawa,NO
