PhraseNo,Phrase,IsHateSpeech
914,දෙ හාස යයෙන යුතු සදහන කර ක රියා ඔවුන ගත ජයග රහ කෙස මිතුරියන අ විශිෂ්ඨ අවිවාදයෙන පිලිගත යුතු ඉක්ම ප රදර්ශනකාමීත්ව පෑම මොවුන් කවුරුන උපදෙස දෙන්න ඇ එස උපදෙස දුන පුද්ගල දෙවරක  ගැලපී නොගැලපී ගෙ සිතු අහිංස මිතුරියන තිදෙනා ව අපහාස නොවන්න තිබි,NO
915,මෙ දුට සැනින සිත එ අතීත යුධ පෙරමුණ ය බ පිරිසක ලෙස කෙස මෙ වරදක නොවූවා නොගැලපෙ සුළ භාවයක් නැත්ත,NO
916,වේස මදුරු හු,YES
917,ශ ර ලන්කන එකෙන හොරාකා වේස ගෑ 95 000 කත,YES
918,ම්ම්ම ම කලින කියන්නො වේස ප නිරෝශ ඕ හෙන ජෙ මන කිව් අමා,YES
919,මේ බොලව දබිලය වේ තිය ද ඔ සිවුර ගලවන් ඔ  කකුස්සි වල ඔබන් ඕ වේස සමලි උලතියන් ඕ,YES
920,කිංස්බරි එ ඉ අම්ම හුක කැරි වේස පොන්න දෙ සේවාවක දෙ සේ ගාස්ත අ කර ගන් මේ කියද්දි ඇඩ්මින මණ්ඩල ඉන් කැරි පොන්න අපි block කර,YES
921,කිංස්බරි එ ඉ අම්ම හුක කැරි වේස පොන්න ට්වීටර ඇවිත හෙ ලයින අල්ල ප ම දෑහැ නොපෙ,YES
922,සුද තාත්ත කිය කටින් වේස බ කිය,YES
923,අගමැතිකම ඇමතිකම වේස ගෑණ පිම්පියන් ඕන ඕන විදිහ විකිනෙ රටක ඇමරිකා,YES
924,වේස මේසන බාස් වැඩ කරන් ගියා ගෙවල හද එ වෙ,YES
925,දැන ට රම්ප්නු ඉන්දියාවයි පලි මුන් ^ ^  වේස හා රැ වෙලා හොයන ආර්ථි ලෝ වාර්ත මුන් පෙන්නන්නෝ ලිපි සෙට එකත,YES
926,ට්වීට එකෙන කිසිවෙ අපහසුව පත ව තරහ අවසර අරුං ව වෙ කෙල්ලෙ නෙලනකො හිතෙන්නේ මේ දෙයක  කෑවත කියන්ඩ වෙන ඉතිං මල්ලේහ මෑ මලකින  ඇර ගත්ත ඔච්චර නට නොදකිං අඩ කුල පර වේස හැත්ත ගංග මෑණියන් පිහිට,YES
927,ලංකාවේත ඉන් ගැබි මවක උනත බඩුවක දකින මහ වේස හැත්තක කට කම්බි වැලක කොස මිට ඔත පිටිපස්සෙන ඔබන් ඕන ඕකුන් ඇමිනෙන්,YES
928,මිනිස්ස ආතල එ ඉන්නව මං පට් කැමති මං දන් කිය උන කොහෙවත ඉන් ගොං වේස පක් සෙට වෙ මගෙන ආතල ගන්නව මං කැම මං දෙ ආතල වෙන මගෙන ආතල ගන් එ වෙන,YES
929,එකෙක මාස ගාන පොඩි එ කෝච්චිය පැන එකියක මාස ගාන පොඩි එකා මර වේස හැත්ත දරු නොහ ඉන් ඕ මහ උන් කාලකන්ණිකම වල හ හතර නොදන් උන සංසාරගත පව ගෙව,YES
930,මං ට්විටර එ ආ පොඩි කෙල්ලෙක උනානම වේස බඩු එ එක්කක කේක කන් ය තේබොන් ය නෙමෙ රූමුත ය හො වෙලාව ම වල අදාස තියෙ එකෙක කොල්ලෙක වුන,YES
931,වේස බඩු නීති සාම ඇමතික අතින අත මාර කරකර ඉඳ මදි නීති සාම රකින්නත වෙ අම්පාර නුවර ගිනිගත්ත සුමානෙ හමාර සැරයක කොළඹ වෙඩි තිය මැ ඇමති නිකං අපි රට නෙවෙ සන්තෝසෙන කාල ගෙව ඊ,YES
932,සන්නස්ගල අම්ම කිය තම අක් කියන්ඩ තියෙ සින්හ එවුන පකය මුස්ලිම එවුන මිතුර වේස හැත්ත වර්ගි ගැටුම වල මු,YES
933,වැරදි දේ වැරද කිව්වා කොටින්නටනම කඩ ය ප තියනකම වේස බල්ල,YES
934,වේස බල්ල බැල්ලියෙක දැක් ගමන පාර පනි ඇහිල්ලක බැලිල්ලක නැතු පොඩ්ඩෙන එ බැල්ලි පුතෙක පරලො ය වාහන වැදි,YES
935,අම්මප ඉන්දියන වේස බල්ල එ එ කටක අරි එන් nsbm වහන් ගොං යක්,YES
936,උ අම්ම වේස හා හෑ යක සිංහ උන ඉන් තැන වලින හරව දෙ වතුර උතුර ගිහින සිංහ උන් පාවිච්චිය ගන් බැරි,YES
937,බල්ලන නිදාගත්ත නැගිටින් වෙ මැක්ක වේස ගෑණ වා කරන් ගියා වෙන්නෙත ඕක,YES
938,ම ජීවත උ ඇ ගහ මරපියව පොල්ලකින,YES
939,කිය ඇවිස්සි ගහපියව මරපියව කිය හරියන්නෑ පොඩි දේකින තම ආ ඇවිලෙ තාමත මිනිස්ස ප රභාකරන් ආදර කිය හොයන්න බයි කියෙව්වත එහ දේවල අපි දන්නෙත මෙහ දේවල එයා දන්නෙත,YES
940,මචං තම්බි මරපියව දෙම මරපිය සිංහල මරපියව කිය link ම inbox එ එවන් plzzzz,YES
941,වරෙව වලහෙක අප ජාති වඳ කරන් ආ වලහ මරපියව ගහපියව කොටාපියව ගිණි තියපියව,YES
942,බුද්ධ ධර්ම විනාශ ව සරණාගතයින 31කින ගහපියව මරපියව කෑ ගහ සිවුර කාරයින්ගෙන,YES
943, මොළෙන ගහන් බැරිනම විනාශ කරපියව කොටපියව මරපියව පශ්චාත නා විප්ලවකරැවන අඳෝනා,YES
944,මා මරපියව රෙද් ඇ වෙ තියෙ ජීවිත,YES
945,පන්සල ගිහින පානාතිපාත වේරමණ කිය බුද දහ බේරගන් ගහපියව මරපියව කිය එවුන ඉන් රට බුද දහ රැකෙයි,YES
946,වැරැද්ද දඩුව තීරණ කරන්නෙ නැතු වැරැද් වෙන්නෙ කොහෙන් ඒ නවත්තන්නෙ කොහොම කිය බලන්නෙ නැතු මරපියව,YES
947,උද ඉඳං fb ඉඳ ඉඳ ටුවි ආ දැන ඉතිං බොලා මා මරපියව,YES
948,ම අයහපත දෙයක කරනව එහෙ කරන ගහ මරපියව,YES
949,කොටපියව මරපියව කැ නොගහ,YES
950,ඉංදියා ධීවර හැත්තත එ ලංකා හාල්මැස්ස කොටන්ඩ මරපියව උං,YES
951,එ කිරි මරපියව ඕකුන්,YES
952,මා මරණ් බලා ඉන් එවුන ඉන් මරපියව මා ලො උදවුවක,YES
953,ගහපියව මරපියව බ පැළ කප දැමීමෙන නිව අහි ව බෞද්ධයන,YES
954,ලිස්ට එ බාගයක් ඉ දකුන උන උන ආතල විහිල දන් අතර විහිලුවක නොද්න් අබ්බගාත ඩයලුත ඉන්න් නෙද්දකිම කාලකන් සුනාමියක වරෙන කිය පොස්ට එකක දැම්ම දකුන උන බ වෙ,YES
955,ලස්ස සින්දුව කාලකන් video එකක ගහ ඒ කන් නං,YES
956,දක කිය එහෙම පිටිම් ලැට වලක අප්පිරි ඔකුන ඔක්කො හැදිගෑවි පලක සුනාමියක ඇවිත කාලකන් නෙද්දකිම ලන්කා ක දකුන උන කලකිරුණ බවක දැනෙමින,YES
957,කාලකන් රට කෙ වෙ තියෙ පාලනයක නැ උනා මෙහෙ රනිල ඇතුල සමන කැ මේ ප රධා හේතු unp කියන්නෙනං දැං රට සාපයක,YES
958,මහාරාජ මාධ ජාල වහ දාන් මිනිසුන් ඔළ  ඉන්දියන මඟු පුරව ර කාලකන් කර තියෙ සිරස මහරාජ මාධ ජාල,YES
959,අපි කාලකන් ඡනතාවක ව,YES
960,පැ ගානක කාලකන් වෙන් ය,YES
961,ටොයියන් මොළ දමන් ඇළ මුං පැහැද මේ කියලත රටක නොසිත අන්ධ කොර බිහිරි වහල්ල රනිල පස්ස දුවනව අන්තිම රි කා රිලව විරුවගෙ හිටපියව කාලකන් සක්ක බල්ල,YES
962,ව ඉන් උන ටික උන් දු දරුව නැත්තන ලේකම් බහුතරයක ඇවි ඉ වෙනස උන එ මලා ඡන්දයක තිබ්බ කිය වෙනස් උන්ටිකක ඇවි ර හද පැරදුනත ලිස්ට එකෙන හරින කාලකන් එ,YES
963,තමන උත්සහයකින ආයාසයෙන ලබ නොගත උපතින ලැබු ජාති ආග කිය ලේබල දෙයක නිතර ආඩම්බර වෙ තමා අමුතුවෙන ආඩම්බර වෙන් දිනාගත දෙයක නැ පුස්සන නිකමුන කාලකන් පුළුවන ආඩම්බර කිය දා ම,YES
964,ම කාලය වෛර කර ම හැමදේ කාල මගෙන උදුරන ගි ම ඇස ඉස්සරහ ම අයි දේ හොර අරන ගි මගෙන ඈත ක කාල ම හිත ඇරුන හැමදේ වෙනස ක ම හැමදේ ම නැතික මං දෙයක ක මා කාලකන් ක එ විතර,YES
965,please දැන්වත හැදිය පහුගි පරම්පරා ජරාග වලින දැන්වත මිදිය කොච්චිය නගින් ගියත පොරක බැංකුව ගියත බෙහෙත ගන් ගියත පොලිම පැන ඉවසී නැ කාලකන් හැසිරෙ,YES
966,ol ලිය පස වෙ අවුරුද දෙකක al කර විබා චොර කරගෙ කාලකන් වෙනව හොද එ පාරින් ol ෆේල වෙ අවුරුද දෙ කොස එකක කර ගොඩය එ ol ලිය ඔක්කො උන ෆේල වෙයන උන ජීවිත හදාගන් වැරදු,YES
967,වෙල මිනිස්ස සමච්චලේ ලක්කර එ කරුම තම මුන් පාර වලල්ලක වෙ ඇවිත කෙ උන මුන් කෙ උ එ ම තියෙ පුදු සතුටක කාලකන් පර බල්ල,YES
968,ම ශ රි ලාංකිකයෙ වී ආඩම්බර වෙ ලං මෑණියන් දරුවෙ වී උද්දාමයෙන සිටි කාලකන් පිරිස කිහිපයක රට දේශපාලනය ජිව රටාව වි ක පමණින එය උතුම මාතෘභූමි පලි,YES
969,මනුස්සයෙක සියදිවි නසාගත්ත ඒ බැන පෝස ට දා අහින්ස පොඩි ලම ටික පදක්කම ටිකක දැක්ක ඒ බලන ඉන් බැරු ලමයින් සියදිවි නසාගන් හිතෙ තරම කැත විදිය පෝස්ට හද දා ලයික්ස හිගාක කාලකන් පේජ ඇඩ්මින් අල්ල කොහෙටහරි ගිහින දානකම ලංකා හදන් වෙ,YES
970,කාලකන් රාජපක්ෂ මෛත ර නඩ පන් දැමීම පෙරමුන ජනතාව මා ප රනාම confused lka constitutionalcrisissrilanka,YES
971,තියටර එ ඇතුල ඔපරේශන එකක කර පොඩි ළමයෙක් සිහි එ පොඩි එ සිහි ආ ගමන ඇහු ආච්චි කිය එ ආ ආච්චි හිට නර්ස වේසි ඇහු අම් විකුනල කිය කරාපිටි ඉස්පිරිතාල කාලකන් වසංගත ගෑනියෙක,YES
972,news ව දේශපාලුව කතාකරද්දිත ය ආවෙස වෙ මුන කාලකන් හැතිකරයක නොදකින ත,YES
973,උනුත කාලකන් වෙ අපිවත කාලකන් කර කවද් යක ඩිග රි ග උන් එවුන්වත සෙනට එ මහ ලො ෆැකල්ටි,YES
974,ලංකා ඉංජිනේරුවන ගණකාධිකාරීවරුන කළමණාකරුවන වෛද යවරුන ලො ජයගත්ත උන සියලන් ආදරය පාත රවන්නන දෙමවුපියන් සිත සතුට කරන්නන ව අතර ස්වෝත්සහයෙන නැගීසිටින්නන රණවිරුවන නිර්මාණකරුවන දෙමාපියන් ලජ්ජ ඇතිකරව සුල නීච අධ පාහර කාලකන්  වදි තැන වැදියන,YES
975,අන්තර නිදහස පාර බැහ යන් කාලකන් හැත්ත,YES
976,පලයන රංජන ඔබ ගෝඨාභ හැප්පෙන් උඹ මහ මෝඩ මිනිහෙක විතර,YES
977,ප ලොජික යක හෙල්මට එකක තියෙ රවුම කොහ වැදුන ස්ලිප වෙ යන් ඒනම ඕ හතරැස කර එවන් තිබ්බන අටමග දාගෙ ගිහින කොහ වැදුන බෙල් මුලින් කැඩි ය ඔලුව හුලන වදින් ඕනානම බයික එ නවත්ත හෙල්මට එ ගලෝ ටිකක හිටපන නවත්තගෙ හැමදා නෑවා ඔලු කස,YES
978,බං පොන් හුත්තෙග් වැඩක යක ඔලු කහනවනම නාපං ම පෙරේත,YES
979,ඉස්සරහ ශැශ පැකට එකක එ රුපියල 10 කිය ටහුක රටක මේකන්ම එ එ ගහ ගේම අපි බලන ඉන්,YES
980,පේජ කාරයන් සල්ලි ගෙව මාකට කර මේ ඉන් ගොං හරක කමෙන්ට කර කමෙන්ට කර එවුන් හම්බ ලබ්බක ඊ,YES
981,උඹ බොන් පුලුවන්නම එකෙම් ඈ පොඩි පක,YES
982,අයි පක කිය එ වෙන්ටැ කිය තියෙ,YES
983,කවුන්ටරෙන දුන් නෙවෙ උත්ස අත්තිකාරං ලෝන හැමෝ පනස්දහ ග අර විසිපහක ඉල් පුරුද්ද ඌටත පනහක දුන් පක පනහ අරගෙ විසිපහ වාරි දාන මාස තු ඇරියස උනා දැනගත්ත,YES
984,දේශපාල පක හිතා ඉන් ඇ රට ඔක්කො බු කිය කිය කතා විශ්වාස කර ගෙ බුවා සෙත පත වහල්ල කිය අපි කියන් කැමති වසන්ත ත පක්ෂ උන්නත මලත අප ඇ රුදාවක තොපි,YES
985,තට්ට ගාගෙ ෆුල ශේව කරන හ මාම හිටපන්ක පක නොව,YES
986,ඇ දෙකෙන හුකන් පුලුවන කිය හිතන ඉන් උට්ටෙක් මේ පකයලටත තේරෙන්නෑ ජෝක එකක කර ආතල එ ඉන් උං හිතං ඉ මිනිස්ස sm එ ගෑණ හොයන් විතර කිය පූසි වෙතා පක දන්නෑ තා,YES
987,දවල ෆිල්ම වගයක බාගෙ ගි data package එක ඉවරවෙ දැන හිටපන්ක පක මාස ඉවරවෙනකල,YES
988,1 ලිංගි අවය මුල්කරගෙ හටගන් කුනුහරප මේ ඉතිරි කුනුහරප සෑදී සදහ දාය  යෝනි හුත්ත කිම්බ ශිෂ්න ප පයි නපුංස පොන්න හුත්ත ප රාණවාච කිරීමෙන හුත්ත හුත්තී ප ප රාණවාච කිරීමෙන පක හටගන,YES
989,කැරි ප රාණවාච කිරීම කැරි ය කුනුහරප හටගන 4 ලිංගිකත්ව ආශ රිත රැකි මුල්කරගෙන කුනුහරප හටගන ගණිකා වෛශ යා වේසි බඩු 5 දැක්ව මූලි කුනුහරප දෙකක එක්වීමෙන න කුනුහරප හටගන වේස හුත්ත වේස හුත්ත පොන් පක පොන් කැරි කැරි පොන්න,YES
990,ජොන්ස්ටන පක කිය කතානාය ච ගියාල අපි දැක් ඕ ප රසන් රණවීර වතුර හල පුටු ලැජ්ජ ඕ ලැජ්ජ,YES
991,දම රැජිණ බස්සව වුනා අන්තිම දම පක දම වේසි එහෙ එන්නත බැරි,YES
992,කෝච්චි පෙ පෙන දූ ඇවිත ටිකට ඉල්ලුව කවුන්ටර පක රුපියලක අඩු කිය ටිකට එ නොද ලෙටු කෝච්චි මිස උ පැයක ඉන්නෝ ඊලග එ,YES
993,කරකාරෙ බැන්ද මෙයින මත හිකුවානම පක සිටි යුත කිය පුරාණ සෘශිවර පුස්කො පොත ව ලිව්  කහනව ආයිබොවන්ඩ,YES
994,මෙහ අහන්ඩක පක කිය එ හැදි තියෙ ෆක ය කිය එකෙන් දන්නෑ න,YES
995,කව් හුත්ත දූරියන අරන බස එ නැග්ග පක,YES
996,සිවාජිලිංගම කිය පක ජාතිවාද අපි තම එ එ රෙද් උස්සන එ,YES
997,කැරි පොනන හුකවගන් හද පක රෙන් තියෙ පු දෙ නැතු හිටපන හුජ්ජ පොඩි එ,YES
998,පක සැලරි දා නෑන,YES
999,ගල්කිස්ස silver wok එ ඉන් තට් නාකියෙක තරහ කිය පරය සිංහලෙන මො කිව්වත ඉංග රීසියෙන උත්තර දෙ ඌ හිතන ඉන් කඩ කැෂියර වැඩ කලා ඉංග රීසි ටිකක කියෙව්ව ඌ හෙ ලො පොරක කිය අපි හිත කිය උ ලො ගොං පක,YES
1000,ඊ හුත්ට මියුසිකල ස ව එනවුන්ස කර උන් කැත සුරවීර කිය අ ට එන එ නය කහි පක පේන්න ම ඌ සින්දු කිය එකාටත සින්ද උගන්,YES
1001,තොපි මෙහෙ ට රිප යනවනං ලඟපාත ඉන් අපිටත කිය පලයව,YES
1002,සතරවරම දෙවි නාමයෙන පලයව අගමැ රනිල වික රමසිංහ ගාල්ල කි siri gossip,YES
1003,එක්සෑම පලයව යන්,YES
1004,බදින   ඉන් එවුන් කිය අපි වෙඩින්ග කියන් මහන්සි නොවි පැන පලයව සෙද්,YES
1005,පොලිසියටත මිරිස කුඩ ගැහු කාලකන් වේසි පුතා පලයව කඩ ඕකුන් ඇවිත සති මාසයක ගියොත මො කරයි,YES
1006,මහින්දත රනිලුත සිරිසේනත තොපි එකෙක්වත මකබෑවි පලයව,YES
1007,ගහ නියග තියෙ පැතිව ග රවුන්ඩ ක රිකට මැච ඔක්කො අරන පලයව ග රවුන්ඩ වල මහ වැසි වහීවි සීත සුළං හමාවි නියග පහවයාවි මැච්නම ගහ බොර,YES
1008,තොපි මො බැන්ද අපි යක බදින් බැරිනම හැදිගෑවි පලයව tl එ රෙ නැතු,YES
1009,දෙයියන් පිහිටෙන time to leave twitter සෙට වෙන නං දැනුවත කරපං whatsapp අදා එවුන ගා නම්බර එ තියෙන නෙහ ප ලි ඇර ගන් තොපි ඔක්කො හැඳි ගෑවි පලයව,YES
1010,පහලට ය ඉන් කෙල්ලන් ලයික එකක දාන පලයව අ විතර උන උබලා හොදින කත කර,YES
1011,උඹ ලංකාව ආ ලංකා ලස්ස බලන්ඩ නන්ං ඒ බල පලයව කවුරුත උඹල කටවල වල පුනී ගහ බියර පෙව් නෑන ටෞකන්ඩ,YES
1012,බෞද්ධයෙක කිය අප ආගම ප රමුඛස්ථාන දී ආගම වල තැන දෙන් කිය සුමන්තිරන මේ ඉ ආ දිහා පලයව,YES
1013,සප රයිස කරන් ඔනානම කෙල් පැන පලයව මුල හත්මුත පරම්පරාම ස්ප රයිස වෙ,YES
1014,ඕපාදූප හොයන් ම twitter account එ එබෙ උන් කිය පාඩු වැඩක බලන පලයව,YES
1015,1991 නොබෙල සා තෑග්ග ගත්ත ගෑනිත කිය රෝහින  මුස්ලිම්වර කිය සා විනිසුරුකමක්වත නැ එවුන ටිකක මැරෙන් හද පලයව අරාබිය,YES
1016,අම දිනු දැන කන් හිට උන කන් පලයව නා නැත උන නාන් පලයව බඩ අමාරුකාරය ලැට එ පලයව ඒලෙවල කර උන පාඩම කරන් පලයව පුබ්ග ගහ උන ඒ පලයව වලි දාගන් උන මා මෙන්ෂන කරපියව,YES
1017,ගහමරාග නැති සාමකාමී පස් විසදගන් උසස නායක ඉහ මට්ට පාර්ලිමේන්තුවක මෙහෙ කිය අය පොඩ්ඩක මතයකින දෙකකින දම ගහපන රිදෙන් ආන් මචං අපි හිතෙ දැන ඉන් පාර්ලිමේන්ත බුවා මුන් ගොඩක හොද කිය,YES
1018,ඇගිල් බැරිනම කකුල ගහ ගනින අහින්ස මා ඕව ගා ගන් හුත්ත ම ඇ රිපොට එකක ගහපන ලින්ක එ පලවෙ කොම්න්ට එ,YES
1019,අම්මප ගහපන හෙණ හෙණ,YES
1020,ම මූණ පෙන්නු හෙන ගහපන හෙන ගහ අකුලෝල පලයන,YES
1021,උඹල සල්ලි හොරාකා රටත විනාස කර හොර දේශපාලුවන් බෝතල වලින බැරිනම පොල වලින ගහපන පරාජ බාරගන් බැරි උන මැච බලන්,YES
1022,බොතල වලින ගහපන තිලංගටය රිලාසිරිට,YES
1023,ති එනකො රත ඉන්දියන කාරයෙක එ එ,NO
1024,මේ බලන්න යක ඩේට කපං අපි එෆ බ එ,YES
1025,mewa දාගෙ baik peddehekida ban හඳ යන් nala පිරිසිදු hitapallako oya මොකවත kahanne ne,YES
1026,එළ කොල්ලෙක වීඩි එ මාර විදිය පේජ වලින ස්පොන්සර දා තිබ්බ වීඩි එකක ස්පොන්සර දා තිබ්බ දැක්කම,NO
1027,යක මේ ඇ දැන,YES
1028,මොකද් විහිලු මුල වොල එකේ තියෙ මේ ඇඩ එ හදනව ගානක ගිහින පේජ ඇඩ්මින්වරුන් ගෙවන්,NO
1029,වහිනකො හීනිය වතුර එ,NO
1030,අන හුකැස අපිත හෙල්මට දාන අප කහන්නැන තොප හොරි,YES
1031,යක දියුණුවක් එ,YES
1032,කොහෙ අප ඉන් පක් ඉන් කං මුං උට් දාං පු මෙහෙක කරන කෑ ගැහුවත ගහ සත්ත මල්කාන්,YES
1033,මේකප ගිය ඔකුන යක් බොලව,YES
1034,පැනි බ ර උගත ඇඩ්මින මඩුල් කඩ ගිහින 2015 කරගත්ත වෙනස නියමුවා අපහාස කර අප්ප,NO
1035,උ හම්බන්තො පාරෙත පාසල වෙලා පුංචි දරුව යන් පාසල නැතු ලුණ විකුනන,YES
1036,හෙ පුපුර ඇග වැටෙන් ගසාකා සල්ලි වල,YES
1037,මී කලින දැක කාලෙකින දැක් පේජ එ පෝස්ට එකක,NO
1038,ඇතුල ගි නෙ එලිය එන් ගිහා,NO
1039,නින්දිත නූගත අසික්ශිත මහජනතාවක ඉන් මේ ගෙනා විදිහ රැදෙ ණැ මාසයක බලන් මහජනය බාරදි අඩු තරමින හයිකර තියෙ ෆෑන ටිකවත්තියේ කිය සක්ක ශීට ව බලි අදි අඇගිලිව අමාරු අඇරගන් ශීට කොනිත්ත පහුරුගාවි ම ල   මරාග රටකජ පොත ටිශුකෑලි සිගරට කොටන එහෙ මාසයක අඇතුලත පිරි ඉතිරි අප රට අය මො බාර දුන්නත විනාසයක මිස පැවත්මක නැ,YES
1040,cctv දැම්මොත ඕ බේරගන් හම්බෙන්නෑ ට රේන එකත අලුත තනතුරක හදන් වෙ දුම්රි මැදිරි සම්පත ආරක්ෂ කිය උ ජොබ එ වෙන් ඕන cctv එකෙන බලං ඉද අපතයින් අල්ල එ මාසෙ ඉන්ස්පෙක්ෂන ඇවි බලපුවා අලාභ හා වෙ තිබුනොත ගා උ පඩියෙන කපන් ඕන,YES
1041,මගු ගෙනාවත අප සක්ක ම හරක වනස සතියේන ර කජ පොත හුණ කැලි ජහ ජරාවක් ඉ ගෙ ඉන් තැ අතාරි අහිකුණ්ඨ ජාතියක,YES
1042,ඉස්සල්ලා ටීව ටි ෂොට එ දෙ ඊ ෆෑන ටි ඊටත usb පෝට කඩ වැඩක නැ උනත ගලවන ය අන්තිම ඉතිම සීට ඉර ටොයිලට නසරා කර දා,YES
1043,ඕ කොළඹ විතරක් රට හැ තැනක දෙනව අප කාලකණ්ණි හැත්ත සතියෙන ඕ ඉවර කර දා හැදියාවක නැ එවුන ක බී පුළුවන හුජ්ජත කර බඩුත ගහ එ මිනිස්සුන් මනස දිවුණ වෙ නැතු රටවල දිවුණ කරන්,YES
1044,එ මාසයක හොද පාවිච්චි කරයි ද පෑන ඉරි ගහ ශීට හාර කා බීපු හැමතැන දාගෙ වනසාව ලක වැසි,YES
1045,මෙිරටෙි ඉන් ඒවුන් මෙි හරිය සත්යෙන සුද් කර සිට ව ලවි හැලි ලි හුණ සිටිව උල පසුපෙ ය ජොඩ කි ආශාවන සපුරාගෙ ඹ දා තියෙ කර්ටන වලින කැරි ප්හ්දා,YES
1046,ඔක්කො පහසුකම මාස භාගයක ලංකා ඉන් කාලකණ්ණි මගිය විනාස කර ඉතුර ඕව අඩ පාඩ බල නැතු cgr එ වැඩ කර උන විනාස කර ය උන cgr එ බනි කැඩුන හද කිය cgr එ උන ය උන් බනි තියෙ ඒ කඩ කිය සරල මේ ලංකා,YES
1047,ලස්ස දැන බ ගත්තොත පමන මායක යන් කලින ආ සැරයක බැලුවොත බලාගන් පුලුවන තිබ ලස්ස තියෙයි කිය,NO
1048,මේ කමෙන්ට දැක්කා හිතාගන් පුළුවන මිනිස්ස ලංකා කලකිරිල ඉ කිය උබ සාදාරන බං ලංකා කිය කවදාවත ගොඩ ය රටක නෙම කාලකණ්ණි හුත්ති පුතාලගෙන පිරිච්චි රටක කවදාවත ගොඩ යෑමක දුක ඇත්ත රටවල බලනකො ඉන්දියා උන පාර රෙ කිය අප උන හැමනෙන් හදනකො උන උන් රට හද දේවල අපි එව ලංකා හදන් පුළුවන රටක නෙම,YES
1049,පුළුවන තරම පව කර කරුමෙටවත පිං කර පිංකෙත හෙ රං දෙරන ඉපදුනොත එහෙ හුක හමාර,YES
1050,දෙමළ මුස්ලිම මිනිස්ස ඉන් පැත්ත ධාවනය දැම්මොත මේ තිය ආසා අත්ඇරගනි,YES
1051,මාසයක හොද තියේවි ඊ පස්ස කඩ බිද දමව කාලකන් ඉන් රටක ලන්කා කිය,YES
1052,මාසෙන ඉවර විනාශ කර දාව අප හැත්ත,YES
1053,මේ ලංකා හදන් බැරි ති විල එ ඉදං ජො ඉංදියාවෙන,YES
1054,පොඩ්ඩක ඉන් සතියෙන දෙදාස පන්සී මෙව් එ පෙන්න,YES
1055,ගොත රිකයන් පහසුකම් ඕ,YES
1056,තම්බින් දෙමලුන් ඕ,YES
1057,දඩ ගහන් ඕ ක හරක්,YES
1058,කැල ය කොල්ලොන් සිවුර දා පාලි භාෂා උගන්ව නැතු පලි වච වල විකුර් සිංහ අරුත දී ඒ කවි සිංද ගාය කරව අසරණ අහිංස ජනතාව හිතතු ආශා ඇ කරන බුද දහ විනාශ මුඛය යව තම්බිය දහ විකුනගෙ ක වසලය අප උනුත මේව සාද කියනවන,YES
1059,බුදුපියාණන ගථ ඵා කියලදුන කිය කිය ඉන් නෙමෙ පිලිපදින් කිය කිය සජ්ජායන කර කර හිටි කිය නිබ්බා ගම වෙන්,YES
1060,ආතල දන්නැ පක් මේ රිංගුව මේ වෙ,YES
1061,new version වැදි බණ රැවටු ගොන පක්,YES
1062,ලංකා ඉ බුද බණ හීලෑ උ යක් නෙමෙ වැදි බන හීලෑ උ පක් පැනියාගෙන උපුට ගැනීම,YES
1063,ටෞකණ්ඩ ඇත්ත උඹ වරත්ත ෆේක පක් තැන ඒක ඇහු,YES
1064,කුඩ විකුණ ගෑණි ර වේසක ය මිනිමැරුම කර tv channel ව ප රියැලටි අපි,YES
1065,ලංකා උන් කෙලවෙ කොතන දන්නව මොකෙක ජනාදිප උනා අගමැ උනා රතිඤ්ඤ දා කැවුම කිරිබත  පොර අපටත රජෙක පහල ඇත කිය form කර ඊ පස්ස පොරටත රාජ ඌෂ්ණ ගහ තාත්තගෙන පුතා රජක pass කරන් ය ඊ පස්ස අප උන් ආ කඩිය පු කෑ ව දඟල ගොන පක්,YES
1066,unp පක් පව ඕ,YES
1067,ම මේ උත්තර දෙ එකත මැද්දෙන පැන් වැඩක උනා කියන් හිතු ඇත්ත ඇත්ත කතා පක් අපි අපි අදාළ දෙයක්ගැ ලස්ස කතාවක යනකො මැද්දෙන පැන අබලින වෙන්නය එහෙ අපි ගොත කතාව හාත්පසින් වෙනස කුණුහරුපයක ර රා යව බං එහෙ,YES
1068,මිනිස්ස ආතල එ ඉන්නව මං පට් කැමති මං දන් කිය උන කොහෙවත ඉන් ගොං වේස පක් සෙට වෙ මගෙන ආතල ගන්නව මං කැම මං දෙ ආතල වෙන මගෙන ආතල ගන් එ වෙන,YES
1069,ඇම පකෙක එන් හයි එන ට රන්ස එ ලේන එකක වහ ගොන පක්,YES
1070,සීරියස දෙයක කිව්ව ජෝක ගන් ජෝක එකක කිව්ව සීරියස ගන් මානසි පක් මා අන්ෆොල කරා කමක බ්ලොක කරල දා,YES
1071,rip avicii කිය දැම්ම නුවර වලියෙන මැරු අය rip කිව් නෑල රැඩිකල වෙන් හද ගොන පක්,YES
1072,උන් ෆෝන වල එබෙ පක්,YES
1073,මානසි අවුල හමු ජීවීත පැරදු උන ටෝක දෙන්න ගොන පක් බොහෝ අවුල හමු ජීවිත දින මිනිසුන කත කරන්න එකෙක,YES
1074,pakistan won india lost දැන back to put on the nationalistic caps start scolding පක්,YES
