PhraseNo,Phrase,IsHateSpeech
1130,ලෝ හොද පුහුණුවක පොලිස ඒක 6 වෙනිය ඉ stf එ මෝටාර බර අවි පුහුණුවක එක පොලිස ඒකක,NO
1131,ape rate policiyata hoda puhunuwak dunna nam lokaye hodama eka wennath thibuna eth ape deshapalaka parayo owunta denne ballo nawanba ganige sari katta gahanna wage weda issellama deshapalaka kalakanni tika ayuda pennannz geniyanna ona,NO
1132,ammata siri wei mu nikanuth gahana ekee saamaanya minissu baageta marai mun,NO
1133,ape police keeyatada ban inne unta number,NO
1134,a thama abhimanaya e ka police mahath horunta denna kramayak ne ne,NO
1135,paw ape police නිලධාරින තේරුම නැ kama nisa ජීවිත වන්දි ගෙවු ape police dukai ගොඩක දරුවන දැක්ක,NO
1136,ලෝ හොද තුන්වෙ පොලීසි උනා ඉතාලි පොලීසි පස දෙනෙක් එ බීමත මිනිහෙක පාලන කර ගන් බැරිඋ වීඩි එකක ම දැක් ඒවත එහෙම,NO
1137,ඉස්සෙල්ලා පොලිස මහත්තුරුන් කායවර්ධ කර මානසි වර්ධනකුත කරන් ඕ,NO
1138,henam api thawath dada kanawa nokarana deewal walata,NO
1139,ape rate policiye unge badawal duwagannawath pana naanee,NO
1140,අප පොලිසි හදන් කලින පාලන කර ක ර හදාගන්,NO
1141,puhunwak denna kalin padiya wedi karanna kiyapiyau neththam ape sakkuwata thamai prashne,NO
1142,ඉංදියා පොලිසි බන දිග පොල අරන එ මැවි පේන,NO
1143,akatanam apith kamathi,NO
1144,ලංකා තම හොද පොලිසි නිති කිුයාත්ම කලාන,NO
1145,koheda 200 ganak rata kanaene,NO
1146,thawa aurudu siyakin withara balamu lankaee me widihata,NO
1147,ou eka tami mewage panuwan mat dekalane,NO
1148,ඊ මාතර මංකොල්ල ප රධා අපරාධකර පොලීසිය අත බෝම්බයක එල් කිරීම උත්සාහක අවස්ථාවේද පොලීසි එල්ලක වෙඩි පහරින මරු,NO
1149,මහජනතාව ආරක්ෂා හැමදා ඇප කැප ව රාජකාරි කටයුත කර පොලිස නිලධාරීන මී ටිකක හිතුවොත නරක,NO
1150,කලක ඔවුන් නි ඇදු වර්ණ වෙනස කිරී බා තීන්ද තීරණ ගන්න උත්සහ ක ac කාමර ව සුර සැප විදි දේශපාලුවන කවදාවත පොලිස නිලධාරීන  ජීවිත ආරක්ශා හිතු,NO
1151,දැන ඇස්කන ඇර නි ඇදු වර්ණ වෙනස කිරී විශේෂ මෙහෙයුමකද ඔවුන් body amer ජීවිත ආරක්ෂා තර කර උපාංග ලබ දි නොවේ,NO
1152,මාතර සිද්දි මී සිදුවීම කිහිපයකදී ජීවිත හා සිදුවි සිදුව හානි අව කිරීමටවත ඉහ බලධාරීන වගබ ගත යුතු,NO
1153,සුළ පිරිස වැරදි න කැත උනත ශ ර ලන් පොලීසි ඉන් නිලධාරීන් වැඩ දැක්ක ඇ මයිල කෙලින වෙ ඔබ නිවන සු,NO
1154,පුලුවන එ දෙයක කරන් වෙඩි තිය අයු පෙන්නන් එක්කන යන්,NO
1155,මනුස්ස විතර උදව කරන් බල ඊ පස්ස තම මනුස්සයෙක උදව කර ඔහො අහ බලන ය,NO
1156,ඔබ නිර්භිත ක රියා ඉහලින අග කර සහොදර,NO
1157,oya oyata kala haki de kala you are a great person i respect you sir namuth oyata oyage jiwithaya nathi una ekagana godak dukai,NO
1158,amuth manussakama ada koheda anunge deyak araksha karanna gihin wedi waduna oyata udawwata awe dennai jiwithayaka watinakamak nadda ada wate ki denek karakki karakul hitiyada vahanaye dora arala denna ekek na mun minissuda,NO
1159,oyata udaw karapu kolla mara kollek niyama manussayek namuth oyata unade gana godak dukai,NO
1160,පොලිසි අ හොරෙකුටවත වෙඩි තියන් බ අන්තිම තමන් මැරෙනකම හිර ඉන් පවුලත අනාථ කරගෙ,NO
1161,නීති ක රියාත්ම කරන් ඉන් අයටත ඕනව නී දා හිර කර හොර මාන හිමිකම කත කර නීතිරීතින මෙහ තියෙ එයාලත අවශ ක රියාමාර්ග ගන් මැලි වෙ,NO
1162,ඕ දනිස්සෙන පහල තියන් ගිහින හ ර මැරුනොත ම දර පවු ගෑ අනාථ කියලාන පොලිස නිලධාරීයා හිතෙ ඒ සාධාරණ පව ඉතිං අහිංස පොලිස නිලධාරීන වෙලාව,NO
1163,පොලීසිය කොල්ලකරුවන ගැටුම මූ දීම ප රායෝගි පුහුනුවක නැ බව ම පෙනෙ ම විඩි එ දැක්ක්,NO
1164,වාහන දොර ඇර දෙන් එකෙක,NO
1165,එක දැන පොලිසි තත් හො අවි පුහුණුවක ඇත්තෙ නැ තුවක්කු තියාගෙ ඉන් විදියෙන ළගින යන්නත බ,NO
1166,පොලිස නිලධාරීන දෙන්නෙක ඉන් පලවෙ කෙ හැංගි බලන ඉද කොල්ලකාර දැක් ගමන දුව බ පැන දුව උන වෙඩි තිය වාහ අස්ස ඇදගෙ වෙටෙ එ,NO
1167,හෙල්මට එ ගෙ ඉ වීර පොලිස නිලදාරි එයත සටන කර video එ ටිකක මේ පටලො තියෙ,NO
1168,stf එ නිලධාරින අඩු තර 8 දෙනෙක ශ රීලංකා පොලිස්ථානය අනුයුක්ත ක යුතු නිලධාරින් සියළ පහසුකම ලබ දි පාපතරයින මෙලොවින තුරන කිරිම කාල එලඹ,NO
1169,police niladarin sadahada hamuda puhunuwa aniwaraya kala yuthui thawada sema police sthanayak sadaha stf niladari dedenek diya uthui,NO
1170,niwan suwa lebewa hospital akata aran yanna help karanna athanata ena aiya gena wisthara denmanm thama watinne mokada a aiya hoda deyak karapu nisa,NO
1171,ඔයව වෙලාවකනම උදව නොකර ඉ වෙඩි වැදි ඉන් අතක පයක කැඩි ඉදියොත්නම පැත්තවත බල,NO
1172,තරම පොලීසි උන වෙ ඉ ඕකුන කර බල වැඩ අහින්ස මනුස්සයෙක්ටනම උදව්වක කර,NO
1173,kosala uba wage ewunta policeye niladarain muna kerath waradi anika hamudawelata wage policeye ayath awurudu 22 pansen yanna dunanm iwarai,NO
1174,oba miyagiyada hada awadi nokala amana deeshapalakayin oba marademu un malapasu hadanagai oba ipadunee weradi rataka obata niwan suwa,NO
1175,niwan suwa pathanawa hoda hithank thiyana aka manussayek hari hitapu aka gana sathutui udau karanna,NO
1176,ඵතන් ගි දෙසපාලාකාය හොරක කරනවන මිනිස්සුන් ාහාරක කරන් බැරි,NO
1177,me kole deiyo budun kiyla deyak thyanm oya ilaga athme ipadenne diwya loke sir okun serma ikmnta akuloma yavi mulu ratema pathuma eka,NO
1178,boya apearatea ranakurin liyaweanawa mathmayo seama police niladariyakutama adarsayak samastha polisciyatama gurawayak obata ajaramara niwansuwa,NO
1179,ඉස්සර ලංකිකය කිය මිනිස්සුන් හොදින සලක ජාතියක දැන ක එ මනුස්සකම,NO
1180,wenadata wada dan apita sri lanka policiya gana wiswasayak adarayak thiyenawa rata wenuwen janathawa wenuwen diwipudana obalata niwansuwa,NO
1181,niwan suwa ubata mcn as 2 ta kadulu inuwa occhra minissu balan idddi ekama eka rattan kollek awit suranawa usala gannawa ubala wage minissu tama oni bn,NO
1182,ow video eke helmet eka dala maddata panala satan karala wedi kanne suranga duwala watenne eya nemee hospital ussan yanneth surangawa neme nee cap eke da gaththu wayasaka kenawaneee,NO
1183,යහපාලනයෙන වුන ර චිකාගෝවක වෙච්ච එ විතර,NO
1184,වීරය  නික් යා නිවන සු ලැබේ,NO
1185,ම දැක් විදිහ උං ගා uzi එකක තිබ්බ එව් ලංකා පොලීසියටවත න,NO
1186,පොලිසිය ඔ මත තියෙන සතියක ම දන් පොලිසි අය,NO
1187,මිනිස්ස මර මර අරන්යන්න ම මිනිස්ස ක පව ගෙවන්න වෙන මැරෙන් ඉස්සෙ,NO
1188,මනුස්ස බේරුනානම මාර වටින බේරගන් ආ කොල් සුපිරි,NO
1189,දැන ඇස ඇර පොලීසි උබ දැන්වත පාතාල ඉවර කර ,NO
1190,mechchra uddayak wedditb ak polis ralahami wetharada hiteye,NO
1191,minisamai lowa deviyan wanne minisamai lowa thirisan wanne,NO
1192,නිවන සු ලැබේ ආකල මරණය ගොදුර නොමවෙ,NO
1193,pau deiane thaththa nathuwa e patau kohoma innada,NO
1194,පොලිස්කාරයන සි ටි පොලිස නිලධාරියෙක ජාති උත්තමාචාර ඔබ,NO
1195,සහෝදර uba gena apita godak ආඩම්බරය,NO
1196,නියම සැබෑ විරුවෙක,NO
1197,niyama weerayek obata niwansuwa,NO
1198,සැබෑ manussakama,NO
1199,පුළුවන ඉක්මන උන අවි පෙන්නන් යන්,NO
1200,අවසාන දුක එත ම නිලධාරියා නිර්භිත ක දැක්ක මාතර ආඩමිබර,NO
1201,obata ape uththamacharaya,NO
1202,mahinda carpet daddi ape unta onawune chandrikage kale wage walawal walata gal purawana wenasa,NO
1203,hithanna apa mehema thama rata sanwardanaya karanne 2020 pathwena anduwata godak wada thiyenawa danatama,NO
1204,ලංකා කාලකන් රටක නෙමෙ ලංකා පාලන කර un rate කෑ දැනුවත කමකින නැති ada උද ඉදන 5 30 pm වෙනකං විදුලි,NO
1205,ada දවස දෙයක kara ගන් ඊ sms akak මාර්ග දැනුවත කිරී කළානම ම හිතෙන ලබ parath ravateida,NO
1206,අනෝර වැස්ස තාර දා ලන්කා විතර දවසකින රොට වා පාර ගැලවෙ ඉන්ජිනේරුවන් වැ කාලෙ පාර බහින්,NO
1207,kandana town ekath ohoma tami bokkuwak hadanawa road close karagena masayak tesse,NO
1208,sithul pauwa katharagama para kala vinasa karanne r da ake aunmai oya vidihatama thara dala,NO
1209,ane magda merate wada kisima piliwalak na monhada karanne hamaekamabaull tama mewa palane karana kmniladaryage ida hama ekama gasgana kana eka vitarai tiyenne,NO
1210,ද තැන වෙ බලධාරීන ස කන් ඉන්,NO
1211,yaha palaneta jaya wewa,NO
1212,ඕකෙන වෙ ඉතුර ටිකත ගැලවි ය එ,NO
1213,අවුලක කොමිස එ ගාන ලැබෙනවාන,NO
1214,උඹ දේශපාල post සිංද මාකටිං මං එකක්වත ගනන ග pages වලටත මං ද උඹ මේ promote කරන් sponsor කර උඹ ලාභයක ලැබුණ කිය,NO
1215,පියවරුන් දින තාත්ත උබ නැ අඩු අවුරුද විසි හතරක තා දැනෙ ජිවිත විද දුක අනන්ත බැරි වෙච්ච කාලෙ ම ළග වරෙන ම බාර ගන් තරහක,NO
1216,මේ දැක්කා පපු පැලෙන් දුක කොච්ච්ර උනත අප දු සැප හැමදා අපි උ ඉ මෙය විතර අම්මෙ තාත්තෙ දුකක නොවේ ජේසු පිහිට ඔබ දෙනා,NO
1217,අපි කොතන වැරදුන තරම බණ අහ බණ කිය රට මිනිස්ස මෙ තරම් පිරිහුන මේ කර ලෝ යන්න,NO
1218,hamuduruwana mamanamohoma thaniwela peththkata wela inn eka hondai kiyala hithanawa hebei daruwo gena hithala andanna honda neha paw ammala wege newei thathala,NO
1219,ne pau ane demaupiyanta daruwo ai mehema karanne thathea oyala budun deka niwan dakinawa kawada hari oyage daruwantath me iranamama aithi wei oyalata budu saranai,NO
1220,me wage mahalu madanweelata dan mama ththata mona tharan gindarak hada thula dananawada amam thathth ta oya dun duka sasare gaawala nima karanna ba ma hadata danana wadanawa kiyanna ba oyawage daruwanna me athme vithari,NO
1221,ත දෙමාපියන් නොසලක දරුවන්ටත අත්ව ම ඉරණ,NO
1222,patta dukai mewa දකි,NO
1223,taruwan saranai peyanani geraga ayurveda labawa deviyan gama pehtai,NO
1224,දඬුවමෙන ම සෑහීම පත්වෙ සතුට පත්වෙ,NO
1225,බරපත වැඩ ඇති හිර දා අපරා කාරය මෙ අපහාස නඩුවක ම ව දෙ මාස 6 බරපත වැඩ ඇතු දඩුවම දෙන් පුලුවන් අනි වන්දියක ගෙව අච්ච කර මාස 6 ,NO
1226,ම අදහස සරල කෙටියෙන ම කම්පනය පත ව ඥානසාර ස්වාමීන්වහන්සේ දඬුවම දුන්නා අ උතුම බුද රජාණන වහන්සේ චීවරය නිගර කිරී දුන දඬුව ගැන,NO
1227,ම ශ ර ලංකා ඉපදුන සිංහලයෙක ම නිහතමානී ආඩම්බර වෙ සිංහලයෙ ඉංග රීසි අරාබි චී french හින්ද දමිළ ය භාෂ භාෂාවන කත කිරී හැකියා දක්ෂතාව අතින ශ රේෂ්ඨ මිනිසෙක සිංහල,NO
1228,ලෝක රට මිනිසෙ සිංහ කත කිරී හැකියාවක 99 99 ක තරම නොමැත,NO
1229,අතීත සිංහල  ආග ගස ගල ජාල ගින්දර වල පිදීම ඉන්දියා මිහිඳ මහරහතන වහන්සේ වැඩ කිරීමත අ උතුම බුදුපියාණන් බෞද්ධ දර්ශන එව සිටි ශ ර ලංකා තිස්ස රජතුමන වැළඳ ගැනීමත එව සිටි අප මුතුන්මිත්තන අ උතුම බෞද්ධ ධර්ම වැළඳ ගැනීමත ශ ර ලංකා බෞද්ධ රටක වි,NO
1230,බෞද්ධ දර්ශනය අපි බෞද්ධයන යාගමිකයන ගර කළ යුතු,NO
1231,ම සිංහ බෞද්ධයෙක ගර කර අ උතුම බුදුපියාණන වහන්සේ දර්ශනය චිවර ට ඥාණසාර ස්වාමින වහන්ස චීවර දර ගත්ත අ උතුම බුද රජාණන වහන්සේ දර්ශන දේශ කළ ක මෙ වි හැකි අප බෞද්ධයන තේරුම ගත කරුණක වන්නේ,NO
1232,ම කම්පනය පත ව උන්වහන්ස සිරගත කලා දඬුව පිළිබඳව අ උතුම බුදුරජාණන වහන්සේ චීවරය බරපතළ වැඩ සහිත දඬුවම දීම ක රියාවෙන අ පිරිසක සන්තෝස ව ම බුදුරදුන් චීවරය දඬුවම දුන සැම තත්පරයෙන තත්පරය වන්දි ගෙවීම සිද ඇතැ ම තර විශ්වාස කර,NO
1233,eka wenawamai karaththa rodaya karakennase ivasanna,NO
1234,me wage tindu nisa nadukarayoth උසාවිය අපහාස karanawa maha ලො නීති මී wada දේවල wenawa ati neda gani allanna ati nadukarayata naki kamata newei wada,NO
1235,රට හානිකර,NO
1236,අපරාධකාරයන රකි ආගමි නායකයන අත්අඩංගුව ගන් අප රට යහපාල ngo නීති,NO
1237,me geheniyage awasana kalaya hodata balaganna melowadeema pala vipaka lebenawa,NO
1238,obata sathutuida den yahapalaneh bauddhaya nethi karala danawa ape sinhala un thawath unp ekata kade yamau,NO
1239,සිංහ රජ දවස උඩර කැරැල්ලේද එක්නැලිගොඩ ල කෙරැවා අපි නොදන් නොවි,NO
1240,kohomath kattitama ona une oyawa sathutui karanna misak rata jathiya rakagana novena bawa api dannawa,NO
1241,budu himige sirurata garu kirimak nathi ganu apita k i denek baninawada apinam samawa wenawa budu dalamai samawa dime nithiyata wada budu dahamata anuwa ganu jiwath wenna oney hamuduruwanee budu saranai,NO
1242,රට මෙහෙ වෙන් දෙන් අප ර විනාෂ වෙ දෙවියන,NO
1243,නිහ ඉන් තැන ඉක්මන යන් ලැබේ,NO
1244,maruna data pansakule denna sagaruwanata aradana karnna puluwanda raddak adagena,NO
1245,හිමිනමක වූවත කළ වරද දඩුවමක ලැබි යුතු ලැබුණ දඩුව බරපත වැඩි,NO
1246,a unath neethiya nemune neththe syandya ta witarai,NO
1247,ගෙඞක් කාලයකින ඇන්ටි සතුටක ලබ තියෙ පවුබන ඇත්ත,NO
1248,me gani baudayak nawe wan na ati aki ape hamudaruwonta mewage dayak kare,NO
1249,uda inna deviyo mewata daduwam denawa aniwarenma,NO
1250,maru wede ohoma wenna one pansalata wela banak bawanawak karan inne netuwa,NO
1251,siwrata paribawa karana yugayak,NO
1252,naduwa ahpu ekata sapavewa,NO
1253,සිංදු ඇහුවත වෙ මාර ලස්සන patta ilove this song,NO
1254,අපෙ ර ජාති අාගම මොනව වෙ මෙහෙ ගියොත,NO
1255,අනිවාර්යයෙන් අග කරන් ඕන දෙයක රැල්ල ය fb එ මෙව්ව like comment වැටෙ අඩුවෙන උනා නිලියක් ඇදුමක දැක්කත ඒ දවස ගනන පත්තර උනත ආටිකල දා දේවල වල මුකුත,NO
1256,ඔවුන අවුරුද්ද හතර පස වතාවක බදි අපි ජීවිත කාලෙ එක,NO
1257,ane wasanawantha you walk oba depalage jiviththya sarwppa karayenma diunuwen diunuwatama path wewe,NO
1258,eka eyalage satuta e wagema anith wedinut e aya kranne eylge hitata labena satuta anuwa araka grt anith wedin grt na kiynna ba,NO
1259,jayen jayama wewaa,NO
1260,රැල්ල නො ජීවිත අරුත හොය මිනිස්ස,NO
1261,niyamai suba mangalam,NO
1262,ඔබ යහපත සිතුව ඔබ දෙපල සුන්දර යුගදිවියක හිමිකරදේවි අනිවාර්යයෙන්,NO
1263,habai bonna dun nathi eka katha wada oya wedding ekata apu un kohomath pitin bonaw neh,NO
1264,සුභ මංගලම අනිවාර්යයෙන අග කළ දේයක බුද සරණ,NO
1265,ජීවිත අර්ථවත් ගත කරන් උත්සාහ කර සැබෑ මිනිස්ස,NO
1266,mas maluth natuwa tibbanan wade top khma unath elaaa,NO
1267,good work namuth chanda illanda yanda eppa,NO
1268,agaya karanna oni deyak,NO
1269,adarhayak garukaranawa apita hitha hadan karanna bari wunu deyak kalata,NO
1270,ආදර්ශමත ක රියාවක ජ වෙ,NO
1271,පොර චන්ද ඉල්ල ව,NO
1272,කවුරුත නොක වෙනස මමත අග කර වටි හැබෑ වෙනසක,NO
1273,බ නොදැක දෙයක කියන්න කොල්ල ගහන ටිකක වෙ ගියානම අප ම හරක හොය බල නැතු කෙලින කෙල්ලෙක නහයෙන ඇඩුවනම,NO
1274,මේක වැරැද් හොය ඇත්තනම අනි එතනම ඉවර කරන් නැතු හොය බලන නැතු වීරය වෙන් හිතන් මුන කල නාට යක හැමදා නාට,NO
1275,පොලිසි විසිල එ ගැහුව දැන වාහන නවත්තන්ඩ ඕන අපි වීදි නාට බල කිය යන්ඩ තියෙ,NO
1276,aka patta bro wada tiyanna uta gahuwanam tama ath aualak na kalabala natiwa aka hodata una nisa all the best sri lanakan polise,NO
1277,ඔතන එකෙක පොකට ගැහුවොත තම පට් සීන එ,NO
1278,ara kolla tawa podden guti kanawa eta passe anun wenuwen udaukaranna gihin kelo gannawa,NO
1279,තෙවරප්පෙරු ඔතන ආවනම තම මරු සීන එ වෙ,NO
1280,ලංකා නිළි නිළි,NO
1281,kalekin policiye niyama vadak hoda padamak,NO
1282,පොලිසියෙන වැඩ ඇ වැඩක කලාම මන්ද,NO
1283,wedenam hodai kolla knawa thawa podden nngi oyath marai aaaa,NO
1284,minis සමාජ ගොඩනැගීම වෙරදරන්න suba patum,NO
1285,හො වැඩක නියමයින,NO
1286,ova kata kath hoda padm,NO
1287,maru hoda nirmanathmaka idiripath kireemak,NO
1288,මරු ජිවිතය ප දුන් ඔබ අප උත්තමාචාර විරුවන බි කර ඔහුන් දෙමාපියන දිර්ගාය වෙ,NO
1289,මුනුස්සකම ජාතියක කුලයක ආගමක නැ පිහි වෙන් පුලුවන්න අසර හිතක පා පක්ෂ නිලතලවලින ගිහින එතන ජිවිත එකා එහෙ කරන් බැ රත්තරන දෙමවිපියන සිටි හදවත්ව සැබැ ප රකිරැප ඔබතුමාගෙන මෙි එලිය ආ,NO
1290,ගුනධර් තිබෙින සිතක සිතිව එ හො ආදර්ශයක මෙිද අ සමාජය,NO
1291,එ දෙමළ දේශපාලකයන ආදර කර ඊළම වුනා ltte සාමාජිකයන අන්න්තිම රජ හමුද නිළධාරීන් ආදරේකරන් පුරුද වුණ,NO
1292,මිනිස්ස දෙවිය වෙන්නෙත ත රස්තවාදිය වෙන්නෙත යක් වෙන්නෙත සමාජ හදලාදෙ ක රම මත,NO
1293,මනුස්සයින් මිනිස්ස විදිය සලකනවනම ඔවුන් අවශ ගෞරව දෙනවන මිනිස්ස කවුරුත ජාති ආග මොකද් කිය බල නැගැ එහෙ මනුස්සක පිලිබඳ කතාවක,NO
1294,සෙබ මුලින් උතුර කරය පාතැබුවානම කවදාවත් අහිංස දෙම මිනිස්ස මින මරැ වේල පිල්ල පිරැභාහරන ය ව සමජ නිවැරදි කර උත්තමන්යන් බධ කර,NO
1295,me jivethe gevana tikakale hri deval kaloth marenakal eva mathaka thiyevi budu saranai,NO
1296,ජනාදිප තුම ඒතුමා මාරැ වි අවලන්ග කර ඒතුම  සේව අගයන්,NO
1297,වච ඉංග රීසියෙනුත එඩිට කර දාන් මේ ජාත යන්තරයෙනුත දකින්,NO
1298,දුර්ලබ අවස්ථා ක ලංකා මෙහෙ වෙනවනම ලස්ස,NO
1299,ජාත යන්තරය  ඡායාරූප ටිකක,NO
1300,නියම සර ලොකේ පෙන්වන් ඔ පින්තූර ටිකක,NO
1301,රටටත රනවිරැවන්ටත ගෞරව ලබ දුන උතුමාන තුම ඔබ දීර්ගායුෂ ලැබේ,NO
1302,ඇත්ත  ඔබ තුමා බුද සරණ කර මෙිහේය ඔබ තුමා මාරැ කර,NO
1303,රට පාලන diya මහත්මය දීර්ඝායුෂ ලැබේ ඔබ තුමා බුද සරණ,NO
1304,සැබෑ වෙනස මිහිපි දෙවිවර තෙරුවන සරණ ඔබ තුමා,NO
1305,මේඅහින්ස දෙම මිනිසුන තොප බඩවඩාගැනිවම දේසපාල අරමු සදහ නොමගයවන්නඑප,NO
1306,ඔඋන සුමග ගැනිම මේවිරෝදාර සෙන්පති කැපකිකිරිමක්කරන් ඇද්,NO
1307,aya gunawat viruwan aqi agar karanna hapawatinma aqi aparayi,NO
1308,අපේක දර්ශන කර ඔබතුමා අනේකවාරයක ස්තුති,NO
1309,අප වෙන් තිබ්බ සීයත කර පොලිස මෑන ත කර බස කාරයෙක ඇවිත,NO
1310,සංවේදි දසුනක දැකිමත දැස සතුටක කෙනෙකු මෙහෙ හිත තිබුනනම,NO
1311,ලන්කා ඉ අසහනකාර රියදුරන එයාල ඉවසී කට තියෙ අහන් බැරි කුණුහරුප හෝන ගහ එ ඉවරයක වයස මිනිහෙ පාර යන් ඉඩ දෙ ලන්කා කිය කිසිදා දියුණ නොව රටක,NO
1312,ape riyaduru mahaththurunam ara wasaka manussayage kaliwath hoyanna bariwenna choppa karala,NO
1313,lankawe nam thama hon gahanawa ape minissunta puduma hadissiyak tiyenne pare yaddi,NO
1314,මහත්ම ග ඇ පොලිස නිළ ධාරියෙක දැකීමත සතුටක,NO
1315,ම බ උ අප රට කිය,NO
1316,malli karana wada nida ayyata pare bahala yanna baruwa athi,NO
1317,rupawahiniya meratata hadunwadimata katauthu kala mul samajikayek e wagema lankawe palamu pudgalika nalika athara multhana obata garu karanawa paksha walin apata wedak na,NO
1318,මාධ වල හො තම රනිල් වැරදිනම කිය තම ඒ මානුසි දුර්ව කමක ආණ්ඩු වැරදිනම කියන,NO
1319,ohu daksa mahathmayek telecasting subject ekata loku nihada meheyak kala kenek,NO
1320,දැන අපි රනිල් 2020 ජනාධිප කරන් ඕනෙ,NO
1321,u hangila inne samajayata muna denna bari hinnda,NO
1322,හොරකම කර සල්ලි ටිකක මේ දුන්,NO
1323,itn ekath aragena methumata kare balawath asadaranayak,NO
1324,anna bene kohomat aru karana weda walata,NO
1325,mechara dawasak me aiya koheda hitiye,NO
1326,ත ව ග්ලයිපොසෙට කිය වාර්තාවක ගියොත අප ත කර්මාන්තය දේ නවින ඇතුල පාලකය වග කියන්,NO
1327,අන හුකාපන හුත්ත තො සිංද ඇහු විතර අප බ ආගි අතක නැ සියත හිනාවෙලා ප අදි,YES
1328,ධර්මදීප හොද රට ඉපදෙන් පින කරන් පින කර ආත්මෙන් සසර කෙලවර කරගන්,NO
1329,bima pihidana kota cleaning staff 5k ma ethanata awe kohomada athpodi gasamin eka welema nikan ready wela hitaya wage anika office ekata ena hama dawasakama eya phone ekakain video karanwada nice pr stunts,NO
1330,අප අගමැතිතුම මහබැංකුව සුද්ධ කළ කෝපි සුද් කර එක ලො මහ බැංකු සුද් කර එක ලො,NO
1331,මනුස්ස උගත ලංකා o l a l නැ තනතුර මාන්නෙන ඔලු උදුම්මවාගත්ත මෝඩ ම හරක නෙමෙ අ රට ජනතා උනත බුද්ධිමත ඒ අප රට,NO
1332,දේශප රේම පුරවැසියෙක්ල ලංකාවේන ඉදන පු දෙනව දන,YES
1333,සැබැවින් මොවුන අ දක්ෂයන වි යුතු මෙ ඉක්ම ප රදර්ශනයක සිත යත පදක්කම රාශියක මීටත පදක්කම ගත ක රීඩකයන ම දැ ඔවුන උත්ස අවස්ථ වලද පලදි තමන ඉහල මට්ට ජයග රහ ව පදක්කම පිංතූර ඇත්ත ඔවුන් දස්කමින උප ගත ද ඊ අපහාස කිරීම කිසිවෙක් අයිතියක අවංකව කිවතොත නොගැලපෙ සුළ භාවයක පිංතූර දුට සැනෙන සිත එ,NO
1334,දෙ හාස යයෙන යුතු සදහන කර ක රියා ඔවුන ගත ජයග රහ කෙස මිතුරියන අ විශිෂ්ඨ අවිවාදයෙන පිලිගත යුතු ඉක්ම ප රදර්ශනකාමීත්ව පෑම මොවුන් කවුරුන උපදෙස දෙන්න ඇ එස උපදෙස දුන පුද්ගල දෙවරක  ගැලපී නොගැලපී ගෙ සිතු අහිංස මිතුරියන තිදෙනා ව අපහාස නොවන්න තිබි,NO
1335,මෙ දුට සැනින සිත එ අතීත යුධ පෙරමුණ ය බ පිරිසක ලෙස කෙස මෙ වරදක නොවූවා නොගැලපෙ සුළ භාවයක් නැත්ත,NO
1336,වේස මදුරු හු,YES
1337,ශ ර ලන්කන එකෙන හොරාකා වේස ගෑ 95 000 කත,YES
1338,ම්ම්ම ම කලින කියන්නො වේස ප නිරෝශ ඕ හෙන ජෙ මන කිව් අමා,YES
1339,මේ බොලව දබිලය වේ තිය ද ඔ සිවුර ගලවන් ඔ  කකුස්සි වල ඔබන් ඕ වේස සමලි උලතියන් ඕ,YES
1340,කිංස්බරි එ ඉ අම්ම හුක කැරි වේස පොන්න දෙ සේවාවක දෙ සේ ගාස්ත අ කර ගන් මේ කියද්දි ඇඩ්මින මණ්ඩල ඉන් කැරි පොන්න අපි block කර,YES
1341,කිංස්බරි එ ඉ අම්ම හුක කැරි වේස පොන්න ට්වීටර ඇවිත හෙ ලයින අල්ල ප ම දෑහැ නොපෙ,YES
1342,සුද තාත්ත කිය කටින් වේස බ කිය,YES
1343,අගමැතිකම ඇමතිකම වේස ගෑණ පිම්පියන් ඕන ඕන විදිහ විකිනෙ රටක ඇමරිකා,YES
1344,වේස මේසන බාස් වැඩ කරන් ගියා ගෙවල හද එ වෙ,YES
1345,දැන ට රම්ප්නු ඉන්දියාවයි පලි මුන් ^ ^  වේස හා රැ වෙලා හොයන ආර්ථි ලෝ වාර්ත මුන් පෙන්නන්නෝ ලිපි සෙට එකත,YES
1346,ට්වීට එකෙන කිසිවෙ අපහසුව පත ව තරහ අවසර අරුං ව වෙ කෙල්ලෙ නෙලනකො හිතෙන්නේ මේ දෙයක  කෑවත කියන්ඩ වෙන ඉතිං මල්ලේහ මෑ මලකින  ඇර ගත්ත ඔච්චර නට නොදකිං අඩ කුල පර වේස හැත්ත ගංග මෑණියන් පිහිට,YES
1347,ලංකාවේත ඉන් ගැබි මවක උනත බඩුවක දකින මහ වේස හැත්තක කට කම්බි වැලක කොස මිට ඔත පිටිපස්සෙන ඔබන් ඕන ඕකුන් ඇමිනෙන්,YES
1348,මිනිස්ස ආතල එ ඉන්නව මං පට් කැමති මං දන් කිය උන කොහෙවත ඉන් ගොං වේස පක් සෙට වෙ මගෙන ආතල ගන්නව මං කැම මං දෙ ආතල වෙන මගෙන ආතල ගන් එ වෙන,YES
1349,එකෙක මාස ගාන පොඩි එ කෝච්චිය පැන එකියක මාස ගාන පොඩි එකා මර වේස හැත්ත දරු නොහ ඉන් ඕ මහ උන් කාලකන්ණිකම වල හ හතර නොදන් උන සංසාරගත පව ගෙව,YES
